年份,院校名称,院校代码,科类,批次,招生类型,专业组,选科要求,录取人数,最低分数,最低分位,批次线差,学校所在,学校性质,是否985,是否211
2025,泰山护理职业学院,E345,综合,普通类二段,中外合作办学,,,100,332,551367,182,山东,公办,否,否
2025,泰山科技学院,D624,综合,普通类一段,普通类,,,867,441,333469,0,山东,民办,否,否
2025,泰山科技学院,D624,综合,普通类二段,普通类,,,1424,154,680749,4,山东,民办,否,否
2025,泰山科技学院,D624,综合,普通类一段,二次志愿,,,,426,366273,,山东,民办,否,否
2025,泰山职业技术学院,D861,综合,普通类二段,普通类,,,1806,319,571057,169,山东,公办,否,否
2025,泰山职业技术学院,D861,综合,普通类二段,高职3+2贯通培养,,,160,468,265416,318,山东,公办,否,否
2025,泰山职业技术学院,D861,综合,普通类二段,高职技师合作培养,,,74,361,501053,211,山东,公办,否,否
2025,泰山职业技术学院,D861,综合,普通类二段,中外合作办学,,,81,310,584594,160,山东,公办,否,否
2025,泸州医疗器械职业学院,E732,综合,普通类二段,普通类,,,37,163,679846,13,四川,民办,否,否
2025,泸州职业技术学院,C967,综合,普通类二段,普通类,,,20,413,395287,263,四川,公办,否,否
2025,洛阳师范学院,A482,综合,普通类一段,普通类,,,110,476,246783,35,河南,公办,否,否
2025,洛阳理工学院,B070,综合,普通类一段,普通类,,,81,472,256898,31,河南,公办,否,否
2025,洛阳理工学院,B070,综合,普通类一段,中外合作办学,,,4,480,236776,39,河南,公办,否,否
2025,洛阳科技职业学院,E480,综合,普通类二段,普通类,,,60,174,678543,24,河南,民办,否,否
2025,洛阳职业技术学院,E383,综合,普通类二段,普通类,,,3,441,332444,291,河南,公办,否,否
2025,洛阳职业技术学院,E383,综合,普通类二段,护理类,,,2,427,364270,277,河南,公办,否,否
2025,济南大学,A427,综合,普通类一段,普通类,,,3557,496,197003,55,山东,公办,否,否
2025,济南大学,A427,综合,普通类一段,地方专项计划,,,180,488,216732,47,山东,公办,否,否
2025,济南大学,A427,综合,普通类一段,中外合作办学,,,400,479,239278,38,山东,公办,否,否
2025,济南工程职业技术学院,D855,综合,普通类二段,普通类,,,1818,340,537104,190,山东,公办,否,否
2025,济南工程职业技术学院,D855,综合,普通类二段,高职3+2贯通培养,,,180,469,263278,319,山东,公办,否,否
2025,济南工程职业技术学院,D855,综合,普通类二段,中外合作办学,,,66,314,578791,164,山东,公办,否,否
2025,济南幼儿师范高等专科学校,E332,综合,普通类二段,普通类,,,1430,322,567199,172,山东,公办,否,否
2025,济南幼儿师范高等专科学校,E332,综合,普通类二段,高职3+2贯通培养,,,180,467,269397,317,山东,公办,否,否
2025,济南护理职业学院,E343,综合,普通类二段,普通类,,,1554,360,502799,210,山东,公办,否,否
2025,济南护理职业学院,E343,综合,普通类二段,高职3+2贯通培养,,,150,475,247801,325,山东,公办,否,否
2025,济南护理职业学院,E343,综合,普通类二段,护理类,,,418,421,378989,271,山东,公办,否,否
2025,济南护理职业学院,E343,综合,普通类二段,中外合作办学,,,60,358,505683,208,山东,公办,否,否
2025,济南职业学院,D323,综合,普通类二段,普通类,,,1915,379,466856,229,山东,公办,否,否
2025,济南职业学院,D323,综合,普通类二段,高职3+2贯通培养,,,220,476,246720,326,山东,公办,否,否
2025,济南职业学院,D323,综合,普通类二段,高职院校专项计划,,,20,291,609680,141,山东,公办,否,否
2025,济南职业学院,D323,综合,普通类二段,中外合作办学,,,240,273,628712,123,山东,公办,否,否
2025,济宁医学院,A443,综合,普通类一段,普通类,,,2085,477,244345,36,山东,公办,否,否
2025,济宁医学院,A443,综合,提前批B类,省属公费医学生,,,,576,46983,,山东,公办,否,否
2025,济宁医学院,A443,综合,普通类一段,护理类,,,245,489,214157,48,山东,公办,否,否
2025,济宁学院,A454,综合,普通类一段,普通类,,,1803,467,269656,26,山东,公办,否,否
2025,济宁学院,A454,综合,普通类二段,普通类,,,610,426,367992,276,山东,公办,否,否
2025,济宁学院,A454,综合,普通类一段,中外合作办学,,,120,448,316854,7,山东,公办,否,否
2025,济宁汽车工程职业学院,E924,综合,普通类二段,普通类,,,1080,150,681111,0,山东,民办,否,否
2025,济宁职业技术学院,C335,综合,普通类二段,普通类,,,2643,321,568284,171,山东,公办,否,否
2025,济宁职业技术学院,C335,综合,普通类二段,高职3+2贯通培养,,,300,465,272289,315,山东,公办,否,否
2025,济宁职业技术学院,C335,综合,普通类二段,护理类,,,20,415,391343,265,山东,公办,否,否
2025,济宁职业技术学院,C335,综合,普通类二段,高职技师合作培养,,,400,348,523794,198,山东,公办,否,否
2025,济宁职业技术学院,C335,综合,普通类二段,中外合作办学,,,110,293,606382,143,山东,公办,否,否
2025,济源职业技术学院,C768,综合,普通类二段,普通类,,,76,330,554874,180,河南,公办,否,否
2025,济源职业技术学院,C768,综合,普通类二段,护理类,,,14,389,446069,239,河南,公办,否,否
2025,浙大城市学院,D021,综合,普通类一段,普通类,,,90,525,130254,84,浙江,公办,否,否
2025,浙江万里学院,A876,综合,普通类一段,普通类,,,20,478,241814,37,浙江,公办,否,否
2025,浙江中医药大学,A344,综合,普通类一段,普通类,,,61,533,113640,92,浙江,公办,否,否
2025,浙江中医药大学,A344,综合,普通类一段,护理类,,,8,547,87918,106,浙江,公办,否,否
2025,浙江交通职业技术学院,C036,综合,普通类二段,普通类,,,15,461,284787,311,浙江,公办,否,否
2025,浙江交通职业技术学院,C036,综合,提前批,普通类,,,,424,372765,,浙江,公办,否,否
2025,浙江传媒学院,B647,综合,普通类一段,普通类,,,102,510,163637,69,浙江,公办,否,否
2025,浙江传媒学院,B647,综合,普通类一段,中外合作办学,,,5,555,74908,114,浙江,公办,否,否
2025,浙江农林大学,A341,综合,普通类一段,普通类,,,114,509,165966,68,浙江,公办,否,否
2025,浙江农林大学,A341,综合,普通类一段,中外合作办学,,,4,507,170608,66,浙江,公办,否,否
2025,浙江农林大学暨阳学院,D283,综合,普通类一段,普通类,,,5,463,279879,22,浙江,民办,否,否
2025,浙江外国语学院,E275,综合,普通类一段,普通类,,,34,486,221738,45,浙江,公办,否,否
2025,浙江外国语学院,E275,综合,普通类一段,中外合作办学,,,2,537,106077,96,浙江,公办,否,否
2025,浙江大学,A335,综合,普通类一段,普通类,,,129,645,4673,204,浙江,公办,是,是
2025,浙江大学医学院,H335,综合,普通类一段,普通类,,,14,661,1842,220,浙江,公办,是,是
2025,浙江工业大学,A337,综合,普通类一段,普通类,,,83,570,54127,129,浙江,公办,否,否
2025,浙江工业大学,A337,综合,普通类一段,中外合作办学,,,5,533,113640,92,浙江,公办,否,否
2025,浙江工业大学之江学院,D275,综合,普通类一段,普通类,,,5,466,272163,25,浙江,民办,否,否
2025,浙江工商大学,A353,综合,普通类一段,普通类,,,110,542,96810,101,浙江,公办,否,否
2025,浙江工商大学杭州商学院,D290,综合,普通类一段,普通类,,,35,474,251794,33,浙江,民办,否,否
2025,浙江师范大学,A345,综合,普通类一段,普通类,,,68,549,84598,108,浙江,公办,否,否
2025,浙江师范大学,A345,综合,普通类一段,中外合作办学,,,6,528,123844,87,浙江,公办,否,否
2025,浙江建设职业技术学院,C862,综合,提前批,普通类,,,,436,345293,,浙江,公办,否,否
2025,浙江建设职业技术学院,C862,综合,普通类二段,普通类,,,30,427,363824,277,浙江,公办,否,否
2025,浙江旅游职业学院,C867,综合,普通类二段,普通类,,,5,450,311300,300,浙江,公办,否,否
2025,浙江横店影视职业学院,E090,综合,普通类二段,普通类,,,4,370,483937,220,浙江,民办,否,否
2025,浙江海洋大学,A340,综合,普通类一段,普通类,,,78,508,168249,67,浙江,公办,否,否
2025,浙江海洋大学,A340,综合,普通类一段,护理类,,,4,545,91414,104,浙江,公办,否,否
2025,浙江海洋大学,A340,综合,普通类一段,中外合作办学,,,3,517,147585,76,浙江,公办,否,否
2025,浙江理工大学,A338,综合,普通类一段,普通类,,,47,542,96810,101,浙江,公办,否,否
2025,浙江理工大学,A338,综合,普通类一段,中外合作办学,,,9,525,130254,84,浙江,公办,否,否
2025,浙江科技大学,B057,综合,普通类一段,普通类,,,34,526,128088,85,浙江,公办,否,否
2025,浙江科技大学,B057,综合,普通类一段,联合培养,,,13,498,192147,57,浙江,公办,否,否
2025,浙江科技大学,B057,综合,普通类一段,中外合作办学,,,21,484,226644,43,浙江,公办,否,否
2025,浙江经济职业技术学院,C866,综合,普通类二段,普通类,,,19,462,281516,312,浙江,公办,否,否
2025,浙江经贸职业技术学院,C864,综合,普通类二段,普通类,,,20,461,284080,311,浙江,公办,否,否
2025,浙江财经大学,B482,综合,普通类一段,普通类,,,86,561,65979,120,浙江,公办,否,否
2025,浙江财经大学,B482,综合,普通类一段,中外合作办学,,,10,550,82928,109,浙江,公办,否,否
2025,浙江金融职业学院,C870,综合,普通类二段,普通类,,,30,467,268135,317,浙江,公办,否,否
2025,海军军医大学,P017,综合,普通类一段,普通类,,,26,595,28704,154,上海,公办,否,是
2025,海军军医大学,P017,综合,普通类一段,护理类,,,2,577,45839,136,上海,公办,否,是
2025,海南东方新丝路职业学院,E846,综合,普通类二段,普通类,,,85,152,680918,2,海南,民办,否,否
2025,海南健康管理职业技术学院,E639,综合,普通类二段,普通类,,,80,156,680525,6,海南,民办,否,否
2025,海南健康管理职业技术学院,E639,综合,普通类二段,护理类,,,60,175,678429,25,海南,民办,否,否
2025,海南医科大学,B810,综合,普通类一段,普通类,,,87,491,209280,50,海南,公办,否,否
2025,海南医科大学,B810,综合,普通类一段,中外合作办学,,,12,451,309630,10,海南,公办,否,否
2025,海南卫生健康职业学院,E724,综合,普通类二段,普通类,,,4,377,469350,227,海南,公办,否,否
2025,海南卫生健康职业学院,E724,综合,普通类二段,护理类,,,3,404,414270,254,海南,公办,否,否
2025,海南大学,A589,综合,普通类一段,普通类,,,,562,64571,,海南,公办,否,是
2025,海南大学,A589,综合,普通类一段,NIIT,,,,589,33835,,海南,公办,否,是
2025,海南大学,A589,综合,普通类一段,中外合作办学,,,,539,102276,,海南,公办,否,是
2025,海南工商职业学院,D876,综合,普通类二段,普通类,,,5,259,641521,109,海南,民办,否,否
2025,海南师范大学,B658,综合,普通类一段,普通类,,,79,487,219213,46,海南,公办,否,否
2025,海南师范大学,B658,综合,普通类一段,中外合作办学,,,3,500,187310,59,海南,公办,否,否
2025,海南比勒费尔德应用科学大学,E829,综合,普通类一段,普通类,,,26,442,331240,1,海南,境外高校独立办学,否,否
2025,海南比勒费尔德应用科学大学,E829,综合,普通类二段,本科专业,,,2,440,333730,290,海南,境外高校独立办学,否,否
2025,海南热带海洋学院,B100,综合,普通类一段,普通类,,,,463,279879,,海南,公办,否,否
2025,海南热带海洋学院,B100,综合,提前批A类,普通类,,,,459,289884,,海南,公办,否,否
2025,海南热带海洋学院,B100,综合,普通类一段,中外合作办学,,,,494,201791,,海南,公办,否,否
2025,海南科技职业大学,E172,综合,普通类一段,普通类,,,19,443,328900,2,海南,民办,否,否
2025,海南科技职业大学,E172,综合,普通类二段,普通类,,,61,189,676047,39,海南,民办,否,否
2025,海南科技职业大学,E172,综合,普通类一段,护理类,,,2,484,226644,43,海南,民办,否,否
2025,海南科技职业大学,E172,综合,普通类二段,本科专业,,,1,457,292974,307,海南,民办,否,否
2025,海南科技职业大学,E172,综合,普通类二段,护理类,,,3,358,505348,208,海南,民办,否,否
2025,海南职业技术学院,B999,综合,普通类二段,普通类,,,102,297,601770,147,海南,公办,否,否
2025,海南软件职业技术学院,D575,综合,普通类二段,普通类,,,,400,424319,,海南,公办,否,否
2025,海口经济学院,C308,综合,普通类一段,普通类,,,97,441,333469,0,海南,民办,否,否
2025,海口经济学院,C308,综合,普通类二段,普通类,,,54,190,675830,40,海南,民办,否,否
2025,海口经济学院,C308,综合,普通类二段,本科专业,,,22,428,361635,278,海南,民办,否,否
2025,淄博师范高等专科学校,D777,综合,普通类二段,普通类,,,1634,321,568063,171,山东,公办,否,否
2025,淄博师范高等专科学校,D777,综合,普通类二段,高职3+2贯通培养,,,60,468,266511,318,山东,公办,否,否
2025,淄博师范高等专科学校,D777,综合,普通类二段,中外合作办学,,,80,299,598810,149,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类一段,普通类,,,632,470,261977,29,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类二段,普通类,,,4323,380,463616,230,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类二段,高职3+2贯通培养,,,150,479,236799,329,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类二段,护理类,,,228,432,353741,282,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类二段,中外合作办学,,,80,375,473994,225,山东,公办,否,否
2025,淄博职业技术大学,D009,综合,普通类二段,高职院校专项计划,,,80,246,651159,96,山东,公办,否,否
2025,淮北师范大学,A373,综合,普通类一段,普通类,,,44,477,244345,36,安徽,公办,否,否
2025,淮北理工学院,D620,综合,普通类一段,普通类,,,10,452,307161,11,安徽,民办,否,否
2025,淮北职业技术学院,A963,综合,普通类二段,普通类,,,10,398,428282,248,安徽,公办,否,否
2025,淮南师范学院,A381,综合,普通类一段,普通类,,,80,471,259418,30,安徽,公办,否,否
2025,淮南联合大学,B308,综合,普通类二段,普通类,,,8,404,414091,254,安徽,公办,否,否
2025,淮南联合大学,B308,综合,普通类二段,护理类,,,2,463,277429,313,安徽,公办,否,否
2025,淮阴工学院,B049,综合,普通类一段,普通类,,,59,472,256898,31,江苏,公办,否,否
2025,淮阴师范学院,A323,综合,普通类一段,普通类,,,54,473,254386,32,江苏,公办,否,否
2025,深圳信息职业技术大学,C957,综合,普通类二段,普通类,,,30,460,285620,310,广东,公办,否,否
2025,深圳北理莫斯科大学,F409,综合,普通类一段,中外合作办学,,,26,551,81231,110,广东,中外合作办学,否,否
2025,深圳大学,A590,综合,普通类一段,普通类,,,59,599,25787,158,广东,公办,否,否
2025,深圳大学,A590,综合,普通类一段,中外合作办学,,,4,571,52899,130,广东,公办,否,否
2025,深圳技术大学,E655,综合,普通类一段,普通类,,,47,571,52899,130,广东,公办,否,否
2025,深圳职业技术大学,B113,综合,普通类一段,普通类,,,15,535,109814,94,广东,公办,否,否
2025,深圳职业技术大学,B113,综合,普通类二段,普通类,,,45,469,264441,319,广东,公办,否,否
2025,清华大学,A003,综合,普通类一段,普通类,,,80,685,155,244,北京,公办,是,是
2025,渤海大学,A167,综合,普通类一段,普通类,,,50,487,219213,46,辽宁,公办,否,否
2025,渤海大学,A167,综合,提前批A类,航海类,,,,477,244345,,辽宁,公办,否,否
2025,渤海大学,A167,综合,普通类一段,中外合作办学,,,5,476,246783,35,辽宁,公办,否,否
2025,渤海理工职业学院,E472,综合,普通类二段,普通类,,,43,188,676276,38,河北,民办,否,否
2025,渤海船舶职业学院,C931,综合,普通类二段,普通类,,,35,424,372423,274,辽宁,公办,否,否
2025,渤海船舶职业学院,C931,综合,提前批,普通类,,,,392,440845,,辽宁,公办,否,否
2025,温州医科大学,A343,综合,普通类一段,普通类,,,26,510,163285,,浙江,公办,否,否
2025,温州医科大学,A343,综合,普通类一段,中外合作办学,,,2,596,27710,,浙江,公办,否,否
2025,温州医科大学,A343,综合,普通类一段,护理类,,,4,547,86751,,浙江,公办,否,否
2025,温州医科大学仁济学院,D284,综合,普通类一段,普通类,,,17,465,274677,24,浙江,民办,否,否
2025,温州医科大学仁济学院,D284,综合,普通类一段,护理类,,,3,482,231658,41,浙江,民办,否,否
2025,温州商学院,D637,综合,普通类一段,普通类,,,6,486,221738,45,浙江,民办,否,否
2025,温州大学,A351,综合,普通类一段,普通类,,,43,511,161334,70,浙江,公办,否,否
2025,温州大学,A351,综合,普通类一段,中外合作办学,,,5,525,130254,84,浙江,公办,否,否
2025,温州肯恩大学,F405,综合,普通类一段,中外合作办学,,,88,535,109814,94,浙江,中外合作办学,否,否
2025,渭南师范学院,A723,综合,普通类一段,普通类,,,13,472,256898,31,陕西,公办,否,否
2025,渭南师范学院,A723,综合,普通类一段,艺术类专业,,,3,501,184940,60,陕西,公办,否,否
2025,渭南师范学院,A723,综合,普通类一段,中外合作办学,,,2,497,194605,56,陕西,公办,否,否
2025,渭南职业技术学院,D951,综合,普通类二段,普通类,,,13,424,371382,274,陕西,公办,否,否
2025,渭南职业技术学院,D951,综合,普通类二段,护理类,,,2,458,292220,308,陕西,公办,否,否
2025,湄洲湾职业技术学院,D772,综合,普通类二段,普通类,,,50,395,434036,245,福建,公办,否,否
2025,湖北三峡职业技术学院,C979,综合,普通类二段,普通类,,,30,388,447820,238,湖北,公办,否,否
2025,湖北三峡航空学院,E899,综合,普通类一段,普通类,,,30,445,324157,4,湖北,民办,否,否
2025,湖北中医药大学,A507,综合,普通类一段,普通类,,,104,510,163637,69,湖北,公办,否,否
2025,湖北中医药大学,A507,综合,普通类一段,护理类,,,5,540,100450,99,湖北,公办,否,否
2025,湖北中医药高等专科学校,B965,综合,普通类二段,普通类,,,19,454,300927,304,湖北,公办,否,否
2025,湖北中医药高等专科学校,B965,综合,普通类二段,护理类,,,1,484,226021,334,湖北,公办,否,否
2025,湖北交通职业技术学院,C752,综合,普通类二段,普通类,,,28,417,386099,267,湖北,公办,否,否
2025,湖北体育职业学院,E356,综合,普通类二段,普通类,,,20,386,452101,236,湖北,公办,否,否
2025,湖北健康职业学院,E721,综合,普通类二段,普通类,,,30,255,644684,105,湖北,民办,否,否
2025,湖北健康职业学院,E721,综合,普通类二段,护理类,,,30,221,665703,71,湖北,民办,否,否
2025,湖北医药学院,A929,综合,普通类一段,普通类,,,8,525,130254,84,湖北,公办,否,否
2025,湖北医药学院药护学院,D249,综合,普通类一段,普通类,,,8,494,201791,53,湖北,民办,否,否
2025,湖北商贸学院,D247,综合,普通类二段,普通类,,,35,320,570468,170,湖北,民办,否,否
2025,湖北国土资源职业学院,D800,综合,普通类二段,普通类,,,55,412,397051,262,湖北,公办,否,否
2025,湖北城市建设职业技术学院,C983,综合,普通类二段,普通类,,,15,403,416074,253,湖北,公办,否,否
2025,湖北大学,A512,综合,普通类一段,普通类,,,58,531,117689,90,湖北,公办,否,否
2025,湖北大学,A512,综合,普通类一段,中外合作办学,,,52,493,204390,52,湖北,公办,否,否
2025,湖北大学知行学院,D234,综合,普通类一段,普通类,,,11,464,277213,23,湖北,民办,否,否
2025,湖北大学知行学院,D234,综合,普通类二段,本科专业,,,1,473,252882,323,湖北,民办,否,否
2025,湖北孝感美珈职业学院,E755,综合,普通类二段,普通类,,,64,200,673426,50,湖北,民办,否,否
2025,湖北孝感美珈职业学院,E755,综合,普通类二段,护理类,,,16,260,640232,110,湖北,民办,否,否
2025,湖北工业大学,A500,综合,普通类一段,普通类,,,95,512,159068,71,湖北,公办,否,否
2025,湖北工业大学,A500,综合,普通类一段,中外合作办学,,,30,479,239278,38,湖北,公办,否,否
2025,湖北工业大学工程技术学院,D238,综合,普通类一段,普通类,,,26,453,304736,12,湖北,民办,否,否
2025,湖北工业职业技术学院,B334,综合,普通类二段,普通类,,,27,415,392304,265,湖北,公办,否,否
2025,湖北工业职业技术学院,B334,综合,普通类二段,中外合作办学,,,3,331,553183,181,湖北,公办,否,否
2025,湖北工程学院,A528,综合,普通类一段,普通类,,,9,466,272163,25,湖北,公办,否,否
2025,湖北工程职业学院,E197,综合,普通类二段,普通类,,,25,431,356291,281,湖北,公办,否,否
2025,湖北工程职业学院,E197,综合,普通类二段,护理类,,,5,448,316145,298,湖北,公办,否,否
2025,湖北师范大学,A513,综合,普通类一段,普通类,,,41,490,211746,49,湖北,公办,否,否
2025,湖北师范大学,A513,综合,普通类一段,中外合作办学,,,12,496,197003,55,湖北,公办,否,否
2025,湖北师范大学文理学院,D256,综合,普通类一段,普通类,,,8,456,297330,15,湖北,民办,否,否
2025,湖北师范大学文理学院,D256,综合,普通类二段,普通类,,,50,315,577773,165,湖北,民办,否,否
2025,湖北恩施学院,D250,综合,普通类一段,普通类,,,10,494,201791,53,湖北,民办,否,否
2025,湖北恩施学院,D250,综合,普通类二段,普通类,,,55,299,598828,149,湖北,民办,否,否
2025,湖北恩施学院,D250,综合,普通类二段,护理类,,,20,297,602200,147,湖北,民办,否,否
2025,湖北文理学院,A519,综合,普通类一段,普通类,,,38,482,231658,41,湖北,公办,否,否
2025,湖北文理学院理工学院,D257,综合,普通类一段,普通类,,,6,473,254386,32,湖北,民办,否,否
2025,湖北民族大学,A517,综合,普通类一段,普通类,,,21,492,206845,51,湖北,公办,否,否
2025,湖北民族大学,A517,综合,普通类一段,中外合作办学,,,3,488,216732,47,湖北,公办,否,否
2025,湖北水利水电职业技术学院,C982,综合,普通类二段,普通类,,,50,430,357370,280,湖北,公办,否,否
2025,湖北汽车工业学院,A525,综合,普通类一段,普通类,,,12,522,136718,81,湖北,公办,否,否
2025,湖北理工学院,A920,综合,普通类一段,普通类,,,14,476,246783,35,湖北,公办,否,否
2025,湖北理工学院,A920,综合,普通类一段,中外合作办学,,,4,475,249285,34,湖北,公办,否,否
2025,湖北生态工程职业技术学院,D801,综合,普通类二段,普通类,,,80,404,415560,254,湖北,公办,否,否
2025,湖北生物科技职业学院,C985,综合,普通类二段,普通类,,,70,407,409061,257,湖北,公办,否,否
2025,湖北科技学院,A927,综合,普通类一段,普通类,,,4,529,121771,88,湖北,公办,否,否
2025,湖北科技职业学院,E119,综合,普通类二段,普通类,,,30,412,398796,262,湖北,公办,否,否
2025,湖北第二师范学院,E099,综合,普通类一段,普通类,,,13,532,115641,91,湖北,公办,否,否
2025,湖北第二师范学院,E099,综合,普通类一段,中外合作办学,,,2,491,209280,50,湖北,公办,否,否
2025,湖北经济学院,B600,综合,普通类一段,普通类,,,15,526,128088,85,湖北,公办,否,否
2025,湖北经济学院法商学院,D251,综合,普通类一段,普通类,,,13,496,197003,55,湖北,民办,否,否
2025,湖北美术学院,A523,综合,普通类一段,普通类,,,1,537,106077,96,湖北,公办,否,否
2025,湖北职业技术学院,C051,综合,普通类二段,普通类,,,26,422,376965,272,湖北,公办,否,否
2025,湖北职业技术学院,C051,综合,普通类二段,护理类,,,4,459,287926,309,湖北,公办,否,否
2025,湖北警官学院,B332,综合,普通类一段,普通类,,,16,517,147585,76,湖北,公办,否,否
2025,湖北轻工职业技术学院,C744,综合,普通类二段,普通类,,,30,402,418353,252,湖北,公办,否,否
2025,湖北铁道运输职业学院,E553,综合,普通类二段,普通类,,,30,429,361162,279,湖北,公办,否,否
2025,湖北黄冈应急管理职业技术学院,D797,综合,普通类二段,普通类,,,17,387,450590,237,湖北,公办,否,否
2025,湖南三一工业职业技术学院,E322,综合,普通类二段,普通类,,,6,337,542760,187,湖南,民办,否,否
2025,湖南中医药大学,A541,综合,普通类一段,普通类,,,102,504,177744,63,湖南,公办,否,否
2025,湖南中医药大学,A541,综合,普通类一段,护理类,,,6,533,113640,92,湖南,公办,否,否
2025,湖南交通工程学院,D924,综合,普通类一段,普通类,,,9,446,321717,5,湖南,民办,否,否
2025,湖南交通工程学院,D924,综合,普通类二段,普通类,,,10,211,669687,61,湖南,民办,否,否
2025,湖南交通职业技术学院,C397,综合,普通类二段,普通类,,,5,434,349122,284,湖南,公办,否,否
2025,湖南人文科技学院,A553,综合,普通类一段,普通类,,,65,467,269656,26,湖南,公办,否,否
2025,湖南人文科技学院,A553,综合,普通类一段,中外合作办学,,,6,494,201791,53,湖南,公办,否,否
2025,湖南农业大学,A537,综合,普通类一段,普通类,,,143,494,201791,53,湖南,公办,否,否
2025,湖南化工职业技术学院,D043,综合,普通类二段,普通类,,,3,455,298581,305,湖南,公办,否,否
2025,湖南医药学院,C214,综合,普通类一段,普通类,,,8,508,168249,67,湖南,公办,否,否
2025,湖南医药学院,C214,综合,普通类一段,护理类,,,1,520,140982,79,湖南,公办,否,否
2025,湖南司法警官职业学院,C601,综合,普通类二段,普通类,,,20,450,311558,300,湖南,公办,否,否
2025,湖南吉利汽车职业技术学院,E406,综合,普通类二段,普通类,,,6,244,652474,94,湖南,民办,否,否
2025,湖南国防工业职业技术学院,E182,综合,普通类二段,普通类,,,15,387,449943,237,湖南,公办,否,否
2025,湖南城市学院,B527,综合,普通类一段,普通类,,,44,467,269656,26,湖南,公办,否,否
2025,湖南大众传媒职业技术学院,C300,综合,普通类二段,普通类,,,15,441,333291,291,湖南,公办,否,否
2025,湖南大学,A532,综合,普通类一段,普通类,,,208,613,16797,172,湖南,公办,是,是
2025,湖南大学,A532,综合,普通类一段,联合培养,,,32,618,14159,177,湖南,公办,是,是
2025,湖南大学,A532,综合,普通类一段,边防军人子女预科班,,,4,562,64571,121,湖南,公办,是,是
2025,湖南女子学院,B538,综合,普通类一段,普通类,,,19,490,211746,49,湖南,公办,否,否
2025,湖南安全技术职业学院,E025,综合,普通类二段,普通类,,,10,371,482299,221,湖南,公办,否,否
2025,湖南工业大学,B535,综合,普通类一段,普通类,,,131,485,224215,44,湖南,公办,否,否
2025,湖南工业职业技术学院,A830,综合,普通类二段,普通类,,,5,445,322484,295,湖南,公办,否,否
2025,湖南工商大学,A554,综合,普通类一段,普通类,,,42,526,128088,85,湖南,公办,否,否
2025,湖南工商大学,A554,综合,普通类一段,中外合作办学,,,1,537,106077,96,湖南,公办,否,否
2025,湖南工学院,B528,综合,普通类一段,普通类,,,30,476,246783,35,湖南,公办,否,否
2025,湖南工程学院,B342,综合,普通类一段,普通类,,,48,477,244345,36,湖南,公办,否,否
2025,湖南工程学院,B342,综合,普通类一段,中外合作办学,,,6,483,229171,42,湖南,公办,否,否
2025,湖南工程职业技术学院,C425,综合,普通类二段,普通类,,,20,403,417084,253,湖南,公办,否,否
2025,湖南师范大学,A542,综合,普通类一段,普通类,,,217,571,52899,130,湖南,公办,否,是
2025,湖南幼儿师范高等专科学校,E468,综合,普通类二段,普通类,,,15,309,586805,159,湖南,公办,否,否
2025,湖南文理学院,A549,综合,普通类一段,普通类,,,12,473,254386,32,湖南,公办,否,否
2025,湖南文理学院,A549,综合,普通类一段,中外合作办学,,,9,473,254386,32,湖南,公办,否,否
2025,湖南有色金属职业技术学院,E360,综合,普通类二段,普通类,,,5,377,469002,227,湖南,公办,否,否
2025,湖南机电职业技术学院,D033,综合,普通类二段,普通类,,,10,395,432998,245,湖南,公办,否,否
2025,湖南水利水电职业技术学院,D939,综合,普通类二段,普通类,,,15,419,381715,269,湖南,公办,否,否
2025,湖南汽车工程职业大学,D937,综合,普通类二段,普通类,,,20,409,403600,259,湖南,公办,否,否
2025,湖南汽车工程职业大学,D937,综合,提前批,"海军,男",,,,419,383795,,湖南,公办,否,否
2025,湖南涉外经济学院,C303,综合,普通类一段,普通类,,,48,443,328900,2,湖南,民办,否,否
2025,湖南涉外经济学院,C303,综合,普通类二段,本科专业,,,4,440,333484,290,湖南,民办,否,否
2025,湖南现代物流职业技术学院,D940,综合,普通类二段,普通类,,,10,395,433927,245,湖南,公办,否,否
2025,湖南理工学院,A543,综合,普通类一段,普通类,,,23,474,251794,33,湖南,公办,否,否
2025,湖南理工职业技术学院,D923,综合,普通类二段,普通类,,,8,416,389411,266,湖南,公办,否,否
2025,湖南电子科技职业学院,E122,综合,普通类二段,普通类,,,16,203,672566,53,湖南,民办,否,否
2025,湖南电子科技职业学院,E122,综合,普通类二段,护理类,,,4,214,668404,64,湖南,民办,否,否
2025,湖南石油化工职业技术学院,D045,综合,普通类二段,普通类,,,10,410,401243,260,湖南,公办,否,否
2025,湖南科技大学,A534,综合,普通类一段,普通类,,,222,483,229171,42,湖南,公办,否,否
2025,湖南科技大学潇湘学院,C649,综合,普通类一段,普通类,,,8,458,292391,17,湖南,民办,否,否
2025,湖南科技学院,A551,综合,普通类一段,普通类,,,15,469,264465,28,湖南,公办,否,否
2025,湖南科技职业学院,C304,综合,普通类二段,普通类,,,8,414,393775,264,湖南,公办,否,否
2025,湖南第一师范学院,C034,综合,普通类一段,普通类,,,51,504,177744,63,湖南,公办,否,否
