一级专业代码,一级专业名称,二级专业代码,二级专业名称,三级专业代码,三级专业名称,类型,专业描述,授予学位,相近专业
12,管理学,1202,工商管理类,120204,财务管理,本科,专业代码：120204授予学位：管理学学士修学年限：四年开设课程：主干学科：经济学、工商管理主要课程：管理学、微观经济学、宏观经济学、管理信息系统、统计学、会计学、财务管理、市场营销、经济法、中级财务管理、高级财务管理、商业银行经营管理等。相近专业：工商管理市场营会计学财务管理人力资源管理旅游管理商品学审计学电子商务物流管理国际商务财务管理是企业的“心脏”财务管理，一般在国内是指企业的财务管理。财务管理是组织企业财务活动，处理财务关系的一项经济管理工作。财务管理是研究如何通过计划、决策、控制、考核、监督等管理活动对资金运动进行管理，以提高资金效益的一门经营管理学科。财务管理与会计的区别财务和会计是既有密切联系又有区别的两个概念。两者都是对资金进行管理，具有相互依存的关系。简单地说，会计看过去，财务管理看未来；会计重记录，财务管理重分析；会计偏实务一些，财务管理偏宏观一些。该专业可以继续深造本科生毕业后也可以选择学习深造，报考硕士较集中的专业有会计学、会计、工商管理、企业管理等。拿到资格证竞争添实力考生毕业后如果能够考取相应资格证书，会在求职中为自己增加竞争力。很多用人单位对资格证书是认可或有上岗要求的。常见的同财务管理、会计有关的证书有以下几种：会计师从业资格证、会计专业技术资格证书、注册会计师证书等。人才需求量越大，就业面宽毕业生的主要去向是到政府机关和事业单位从事会计核算、财务管理等工作；到会计师事务所、审计事务所等中介机构从事审计、资产评估、管理咨询等工作；到银行、投资公司、证券公司等金融机构从事财务分析、投资分析、资本运作等工作。适合数字敏感且细心的考生财务工作是一个比较严谨的职业。学习财务专业不一定要求数学好，但是要心细，有责任感，对数字有一定的敏感性，一个小数点都是不能马虎的，否则就会铸成大错。考生在选择该专业时，要考虑自己对财务、会计工作是否有兴趣，性格是否合适，等等。,"",
12,管理学,1202,工商管理类,120205,国际商务,本科,专业代码：120205授予学位：管理学学士修学年限：四年开设课程：主要课程：基础英语、专业英语、口语、外贸英语函电、国际贸易、国际金融、国际贸易实务、市场营销学、财政与金融、会计学基础、国际结算、货币银行学、国际市场营销学，国际经济合作、国际商法、谈判与技巧、市场调查与预测、公共关系学主要实践性教学环节：外贸公司、中外合资企业及工商企业外贸部门认识实习，海关、商检、海运等业务认识实习、外贸企业进出口业务实习，单证检验、制作业务岗位实习，报关业务实习，计算机操作办公自动化，电子商务系统操作实习，外贸企业经营管理业务实习，商务谈判业务实习相近专业：会计学市场营财务管理审计学资产评估劳动关系人力资源管理主要实践教学环节包括计算机模拟、教学实习等。培养目标本专业旨在培养具有开阔的视野，扎实的国际商务理论、实务和国际商法基础，能较熟练地应用国际法规、外语开展商务活动的复合型、应用型人才。专业培养要求本专业要求掌握马克思主义经济基本理论和方法，西方经济学、国际经济学的理论和方法，国际商事活动的基本知识和基本技能；能利用计算机和其他经济分析工具从事涉外经济工作的能力。毕业生具备的专业知识与能力1.掌握国际商事活动的基本知识和基本技能；2.掌握国际市场营销的本领；3.能运用计量、统计、分析方法进行分析和研究；4.掌握西方经济学、国际经济学的理论和方法；5.了解国际经济学、国际贸易理论发展的动态；6.掌握文献检索、资料查询的基本方法，具有从事涉外经济工作的能力。,"",
12,管理学,1202,工商管理类,120206,人力资源管理,本科,专业代码：120206授予学位：管理学学士修学年限：四年开设课程：主干学科：经济学、工商管理主要课程：管理学、微观经济学、宏观经济学、管理信息系统，统计学、会计学、财务管理、市场营销、经济法、人力资源管理、组织行为学、劳动经济学。主要实践性教学环节：包括课程实习与毕业实习，一般安排10-12周。相近专业：西方经济学统计学会计学主要实践教学环节包括课程实习与毕业实习，一般安排10-12周。培养目标本专业培养具备管理、经济、法律及人力资源管理等方面的知识和能力，能在事业单位及政府部门从事人力资源管理以及教学、科研方面工作的工商管理学科高级专门人才。专业培养要求本专业学生上要学习管理学、经济学及人力资源管理方面的基本理论和基本知识，受到人力资源管理方法与技巧方面的基本训练，具有分析和解决人力资源管理问题的基本能力。毕业生具备的专业知识与能力1.掌握管理学、经济学及人力资源管理的基本理论、基本知识；2.掌握人力资源管理的定性、定量分析方法；3.具有较强的语言与文字表达、人际沟通、组织协调及领导的基本能力；4.熟悉与人力资源管理有关的方针、政策及法规；5.了解本学科理论前沿与发展动态；6.掌握文献检索、资料查询的基本方法，具有一定科学研究和实际工作能力。,"", 公共管理类 公共事务管理 民政管理 行政管理 劳动与社会保障 国土资源管理 海关管理 环境规划与管理 电子政务 社会救助 国际质量管理体系认..
12,管理学,1202,工商管理类,120207,审计学,本科,专业代码：120207授予学位：管理学学士修学年限：四年开设课程：主要课程微观经济学、宏观经济学、管理学原理、管理信息系统、经济法、税法、财务会计、成本会计、财务管理、内部控制审计、财务审计、管理审计、建设项目审计、计算机审计、法务会计等。相近专业：微观经济学宏观经济学管理学原理管理信息系统经济法税法财务会计成本会计财务管理法务会计主要实践教学环节包括课程实习与毕业实习，一般安排10-12周。培养目标本专业培养面向基层、面向管理一线、牢固掌握相应的专业知识和专业技能，具有扎实的财会、审计专业知识，熟练掌握企业会计手工和微机操作基本技能、审计技能，既有一定财会、审计理论水平，又有较强的动手能力的高级岗位技术人才。专业培养要求本专业学生主要学习会计、审计等方面的基本理论和基本知识，受到会计、审计方法和技巧方面的基本训练，具有分析和解决会计、审计问题的基本能力。毕业生具备的专业知识与能力1.系统地掌握审计基本理论、专业知识和操作技能；2.掌握审计的定性和定量的分析方法；3.熟悉国家有关法规和政策，了解国内外审计学科的现状和发展趋势；4.能运用计算机处理有关会计和审计业务，尤其是具有较强的调查研究、综合分析和解决实际问题的能力，并有较强的外语和语言文字能力；5.了解本学科的理论前沿和发展动态；6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力。,"",
12,管理学,1202,工商管理类,120208,资产评估,本科,"专业代码：120208授予学位：管理学学士修学年限：四年开设课程：主要课程经济法、财务会计、财务管理、统计学、金融学、保险学、投资学、财政学、税法、资产评估原理、建筑工程概论、机电设备评估、建筑工程评估、企业价值评估、审计学、国有资产管理、企业价值评估、房地产评估、无形资产评估、国际评估准则等。相近专业：管理科学信息管理与信息系统工业工程工程管理工程造价体育产业管理主要实践教学环节包括课程实习与毕业实习，一般安排10-12周。培养目标本专业培养既具有必要理论知识，又具有较强实践能力，能够“下得去、用得上、留得住、上手快”，具备资产评估与管理的实践能力，具有较强综合素质和职业岗位能力，并初步具备创新精神和创业能力，能将科技成果或宏伟蓝图转化为生产力，具有健全的心理品质和健康体魄,爱岗敬业的高素质高技能的专门人才。专业培养要求本专业学生主要学习会计、审计等方面的基本理论和基本知识，受到会计、审计方法和技巧方面的基本训练，具有分析和解决资产评估问题的基本能力。毕业生具备的专业知识与能力1.系统地掌握审计、会计的基本理论、专业知识和操作技能；2.掌握审计的定性和定量的分析方法；3.熟悉国家有关法规和政策，了解国内外资产评估学科的现状和发展趋势；4.具有较强的调查研究、综合分析和解决实际问题的能力，并有较强的外语和语言文字能力；5.了解本学科的理论前沿和发展动态；6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力。","", 信用管理 公安管理学 管理科学与工程类 管理科学 信息管理与信息系统 工程管理 房地产开发与管理 工商管理类 工商管理 市场营销 会计学 财务管理 国际商务 人力资源管理 审计学 物业管理 文化产业
12,管理学,1202,工商管理类,120209,物业管理,本科,专业代码：120209授予学位：管理学学士修学年限：四年开设课程：主要课程管理学基础、物业信息管理、物业管理财税基础、物业管理实务、物业管理法规、房地产营销管理、物业设备设施管理、房屋构造与维护管理、文秘管理与应用写作、人力资源管理、公共关系学、社区规划与管理、合同管理、物业估价、商务物业管理、职业资格培训综合教程。相近专业：管理学基人力资源管理公共关系学主要实践教学环节包括物业设备维护管理实训、物业智能化管理毕业论文、毕业实习等。培养目标本专业培养掌握现代物业管理基本理论基础知识，具有一定物业管理能力和熟练服务技能的高级管理专门人才。专业培养要求本专业学生主要学习物业管理职业所必需的专业基础理论和基本职业技能；具有较强的分析问题、解决问题的能力，有相当的组织管理能力、协调能力，具有承担物业管理岗位工作的技能。毕业生具备的专业知识与能力1.系统地掌物业管理专业知识；2.具有处理公共关系事务的基本素质；3.具备物业管理企业管理工作的能力；4.具备房屋养护及物业设备设施维修及管理的能力；5.具备物业管理业务处理的能力；6.要求具有熟悉并运用有关物业管理法律、法规的能力。,"",
12,管理学,1202,工商管理类,120210,文化产业管理,本科,专业代码：120210授予学位：管理学或艺术学学士修学年限：四年开设课程：主要课程：中国文化史、西方文化史、专业写作、中国文学、中国现当代文化思潮、文博基础、传播学、影视文化、文化产业学、文化政策学、文化法学、文化经济学、文化市场营销、文化管理心理学、中国民间文化研究、文化产业管理实务、民法学、知识产权法学、合同法学等。相近专业：中国文化史西方文化史中国文学传播学文化政策学文化法学文化经济学文化市场营文化管理心理学知识产权法学合同法学主要实践教学环节包括毕业论文、毕业实习等。培养目标文化产业管理专业旨在培养掌握经济学、管理学及文化学基本理论与方法，具备较强规划、决策、组织、策划、创意以及沟通表达能力，具备较强社会调研和信息处理能力，能够在文化产业及相关产业、政府文化管理部门及文化事业单位从事文化经营管理、市场营销与策划、文化贸易与交流工作的应用型、复合型高级人才。专业培养要求本专业学生主要学习文化产业管理专业基础理论和基本职业技能，受到文化产业管理方面的基本训练，具有文化产业管理岗位工作的技能。毕业生具备的专业知识与能力1.系统地掌文化产业管理专业知识；2.具有宽阔的文化视野和现代管理意识；3.具备较强社会调研和信息处理能力；4.具备较强规划、决策、组织、策划、创意以及沟通表达能力；5.具备物业管理业务处理的能力；6.要求熟悉文化产业管理相关的法律、法规。,"",
12,管理学,1202,工商管理类,120211T,劳动关系,本科,专业代码：120211T授予学位：管理学学士修学年限：四年开设课程：主干课程：管理学、宏观经济学、微观经济学、会计学、财务管理学、统计学、劳动经济学、人力资源管理、社会保障学、劳动关系学、劳动关系管理、劳动法律制度、比较劳动法制（双语）、劳动争议处理、集体协商和集体合同、国际劳工标准、工会组织与工会学、劳工运动史、劳动心理学、职工民主参与与公司治理。实践教学：本专业结合教学要求注重学生能力培养，组织学生在学习期间参加劳动争议、集体谈判等模拟，并且到相关部门进行认知实习、专业实习、毕业实习和毕业论文写作等。相近专业：资产管理资产评估关系学审计学人力资源管理学主要实践教学环节包括教学实习、毕业实习等。培养目标本专业是适应中国社会转型和社会发展的需要，培养具备劳动关系方面的理论、知识和能力，掌握协调处理劳动事务的现代组织手段和科学技术方法，能够在企事业单位、政府部门、各级工会组织、研究机构以及非政府组织中从事劳动关系处理实务以及理论政策研究，并富有创新精神的应用型、复合型专门人才。专业培养要求本专业学生主要学习劳动关系学科的基础知识，受到相应学科的技能训练，具有独立从事劳动关系协调处理的能力，兼备理论基础与实务能力。毕业生具备的专业知识与能力1.掌握劳动关系学、管理学、经济学、法学的基本理论和基本知识；2.掌握劳动关系方面的学习和研究、分析方法，了解国内外劳动关系的发展动态，具备进一步深入研究劳　动关系的基本能力；3.了解有关劳动关系的方针、政策和法律法规，有通过劳动关系工作实践和研究影响劳工政策的价值取向的基本能力；4.具有较强的语言、文字、表达、人际沟通、组织协调的基本能力；5.具有独立从事劳动关系协调处理的能力，兼备理论基础与实务能力；6.注重实践和实验教学，培养学生从事劳动关系协调工作的实务能力；　7.了解本学科理论的前沿和动态，具有在科研部门、政策研究部门从事劳动关系研究工作的基本能力。,"", 信用管理 公安管理学 管理科学与工程类 管理科学 信息管理与信息系统 工程管理 房地产开发与管理 工商管理类 工商管理 市场营销 会计学 财务管理 国际商务 人力资源管理 审计学 资产评估 物业管理
12,管理学,1202,工商管理类,120212T,体育经济与管理,本科,专业代码：120212T授予学位：管理学学士修学年限：四年开设课程：主要课程：有西方经济学、管理学、财务管理、中国税制、财政学、金融学、会计学、保险学、市场营销学、经济法、人力资源管理、体育经济学、体育管理学、企业发展战略、体育经纪人、职业体育俱乐部管理、体育无形资产开发与利用、生物制药、体育竞赛的组织与管理、体育场馆管理、体育政策与法规等。本专业的学生修满培养方案规定的学分、并达到学位授予要求的、授予管理学学士学位。相近专业：西方经济学体育经济学体育竞赛的组织与管理体育场馆管理主要实践教学环节包括教学实习、毕业实习等。培养目标本专业培养熟悉现代经济学的基本理论与体育理论，掌握现代经济分析的基本方法，能在经济、体育、文教等部门从事体育市场经济分析、体育事业规划、体育经济管理和从事体育俱乐部经营以及体育经济学教学与科研的高级专门人才。专业培养要求本专业学生主要学习体育经济与管理的基础知识，受到相应学科的技能训练，具有从事竞技体育活动和群众性体育活动的经营开发、组织管理、咨询指导等方面的综合能力。毕业生具备的专业知识与能力1.掌握体育经济与管理的基本理论和基本知识；2.掌握体育经济与管理的学习和研究、分析方法；3.了解有关体育经济与管理的方针、政策和法律法规；4.具有较强的语言、文字、表达、人际沟通、组织协调的基本能力；5.了解体育经济与管理的发展动态；6.了解本学科理论的前沿和动态，具有在科研部门、政策研究部门工作的基本能力。,"",
12,管理学,1202,工商管理类,120213T,财务会计教育,本科,专业代码：120213T授予学位：管理学学士修学年限：四年开设课程：管理学、微观经济学、宏观经济学、管理信息系统、统计学、初级会计学、财务管理、市场营销、经济法、财务会计、成本会计学、管理会计学、审计学、会计电算化等。主要实践教学环节包括课程实验、会计模拟、教育实习和毕业实习等。培养目标本专业培养具备管理、经济、法律和会计学等方面的知识和能力，能在大中专院校、中等职业技术学校从事教学、科研及财务管理工作的工商管理学科专业人才。专业培养要求本专业学生主要学习财务会计教育的基础知识，受到相应学科的技能训练，具有较强的语言与文字表达、人际沟通、信息获取能力及分析和解决会计问题的基本能力。毕业生具备的专业知识与能力1.掌握管理学、经济学和会计学的基本理论、基本知识，掌握会计学的定性、定量分析方法，具有较强的语言与文字表达、人际沟通、信息获取能力及分析和解决会计问题的基本能力；2.熟悉国内外与会计相关的方针、政策和法规和国际会计惯例，了解本学科的理论前沿和发展动态；3.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力，具备从事财务会计、经济管理教育和与财务会计相关专业的专长和能力。,"教育学学士",
12,管理学,1202,工商管理类,120214T,市场营销教育,本科,专业代码：120214T授予学位：管理学学士修学年限：四年开设课程：微观经济学、宏观经济学、管理学、管理信息系统、统计学、会计学、财务管理、市场营销学、经济法、消费者行为学、国际市场营销、市场调查与预测等。主要实践教学环节包括课程实习、教育实习和毕业实习等。培养目标本专业培养具备经济、管理、法律、市场营销等方面的知识和能力，具有一定创新精神，能担任中等职业教育市场营销类课程教学、科研方面的工作以及能在企事业单位、政府部门从事市场营销与管理的高级应用人才。专业培养要求本专业学生主要学习市场营销教育的基础知识，受到相应学科的技能训练，具有较强语言与文字表达、人际沟通、分析解决营销实际问题的基本能力。毕业生具备的专业知识与能力1.掌握管理学、经济学和现代市场营销学的基本理论、基本知识；2.掌握市场营销的定性、定量分析方法；3.具有较强语言与文字表达、人际沟通、分析解决营销实际问题的基本能力；4.熟悉我国市场营销的方针、政策与法规，了解国际市场营销的惯例和规则；5.了解本学科的理论前沿及发展动态；　　6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力；,"教育学学士", 秘书学 机电技术教育 汽车维修工程教育 应用电子技术教育 服装设计与工艺教育 食品营养与检验教育 烹饪与营养教育 农艺教育 园艺教育 市场营销 财务会计教育 旅游管理与服务教育 工艺美术
12,管理学,1203,农业经济管理类,120301,农林经济管理,本科,专业代码：120301授予学位：管理学或农学学士修学年限：四年开设课程：主干学科：农林经济管理、经济学主要课程：经济学、农(林)业经济学、管理学原理、农(林)业企业经营管理学、农(林)业技术经济学、农(林)产品营销学、农(林)业政策学、农(林)业概论。主要实践性教学环节：包括教学实习、生产实习、生产劳动、社会实践等，一般安排20周左右。相近专业：农村区域发展主要实践教学环节包括教学实习、生产实习、生产劳动、社会实践等，一般安排20周左右。培养目标本专业培养具备系统的管理科学和经济科学的基础理论和相关的农(林)业科学基础知识．掌握农(林)业经济管理的基本方法和技能，能在各类农(林)业企业、教育科研单位和各级政府部门从事经营管理、市场营销、金融财会、政策研究等方面工作的高级专门人才。专业培养要求本专业学生主要学习管理科学和经济科学的基本理论和相关的农(林)业科学基本知识，受到调查、策划、技术经济分析、计算机应用等方面的基本训练，掌握企业经营管理、市场营销、政策研究等方面的基本能力。毕业生具备的专业知识与能力1.掌握管理科学和经济科学的基本理论、基本知识，具有相关的农(林)业科学知识和较宽广的人文、社会科学知识；2.掌握企业经营管理、技术经济分析、经济核算、社会调查等基本方法；3.具有独立获取知识、计算机应用和信息处理、较好的语言和文字表达、组织协调、分析和解决实际问题等方面的基本能力；4.熟悉国家有关方针、政策和法规；5.了解农(林)业经济科学的理论前沿和农(林)业企业经营管理的发展动态；6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力。,"",
12,管理学,1203,农业经济管理类,120302,农村区域发展,本科,专业代码：120302授予学位：管理学或农学学士修学年限：四年开设课程：主干课程：《农村发展概论》（陶佩君，河北农业大学）；《农村发展规划》（朱朝枝，福建农业大学）；《发展项目管理》（汤锦如，扬州大学）；《农村发展研究方法》（侯立白，沈阳农业大学；李新然，云南农业大学）；《普通发展学》（李小云，中国农业大学）；《参与式发展规划》（叶敬忠，中国农业大学）；《传播与沟通》（王德海，中国农业大学）；《国际发展援助概论》（李小云，中国农业大学）相近专业：农林经济管理主要实践教学环节包括教学实习、课程设计、毕业论文、科研训练、生产劳动、社会实践等，一般安排25--28周。培养目标本专业培养具备农村区域发展方面的基本理论、基本知识和基本技能，能在农业企业、农业推广管理部门、政府及事业单位从事计划、规划与设计、推广与发展、经营与管理、教学与科研等工作的高级专门人才。专业培养要求本专业学生主要学习农村区域发展和当代农村发展方面的基本理论和基本知识，受到农村发展调查分析、规划设计、实施、调控与评价等方面的基本训练，掌握从事农村区域、社区发展工作的基本能力。毕业生具备的专业知识与能力1.掌握当代发展学科的基本理论、基本知识；2.掌握包括发展经济学、发展社会学、发展人类学及发展管理等范畴在内的综合的分析方法；3.具备以解决问题为导向的农村区域、社区分析、规划、计划实施、监测和评价等方面的技能；4.具备农业可持续发展的意识和基本知识，了解当代发展学的科学前沿和发展趋势；5.熟悉国家关于农业、农村和农民的有关方针、政策和法规；6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力。,"",
12,管理学,1204,公共管理类,120401,公共事业管理,本科,专业代码：120401授予学位：管理学、教育学、文学或医学学士修学年限：四年开设课程：主要课程：管理学原理、管理心理学、人力资源开发与管理、管理经济学、公共关系、公共财务、管理定量分析、应用统计、管理信息系统、管理文秘。相近专业：管理心理学人力资源开发与管理管理经济学公共关系公共财务主要实践教学环节社会调查、企事业单位实习等，一般安排6-8周。　　培养目标本专业培养具备现代管理理论、技术与方法等方面的知识以及应用这些知识的能力，能在文教、体育、卫生、环保、社会保险等公共事业单位行政管理部门从事管理工作的高级专门人才。专业培养要求本专业学生主要学习现代管理科学等方面的基本理论和基本知识，受到一般管理方法、管理人员基本素质和基本能力的培养和训练，掌握现代管理理论、技术与方法，能从事公共事业单位的管理工作，具有规划、协调、组织和决策方面的基本能力。毕业生具备的专业知识与能力1、掌握管理科学、经济学、社会科学等现代科学的基本理论和基本知识；2、具有适应办公自动化，应用管理信息系统所必须的定量分析和应用计算机的技能；3、具有进行质量管理、数据的收集和处理，进行统计分析的基本知识和能力；4、熟悉我国有关的法律法规、方针政策以及制度；5、具有较强的社会调合和写作能力；6、掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"",
12,管理学,1204,公共管理类,120402,行政管理,本科,专业代码：120402授予学位：管理学或法学学士修学年限：四年开设课程：管理学原理、行政学原理、政治学原理、当代中国政治制度、比较政治制度、法学导论、社会学概论、政府经济学、行政组织学、地方政府学、市政学、公共政策等。主要实践教学环节包括学年论文、实习、毕业论文等，一般安排不少于10周。培养目标本专业培养具备行政学、管理学、政治学、法学等方面知识．能在党政机关、企事业单位、社会团体从事管理工作以及科研工作的专门人才。专业培养要求本专业学生主要学习行政学、政治学、管理学、法学等方面的基本理论和基本知识，受到行政学理论研究、公共政策分析、社会调查与统计、外语、公文写作和办公自动化等方面的基本训练，具备行政管理的基本能力及科研的初步能力。毕业生具备的专业知识与能力1.掌握政治学、行政学、管理学、法学的基本理论和基本知识；2.掌握辩证唯物主义和历史唯物主义的基本观点和分析方法以及系统分析、统计分析、调查分析、政策分析等科学方法；3.具有从事党政机关、企事业单位行政管理的基本能力；4.熟悉党和国家的特别是行政管理方面的方针、政策和法规；5.了解行政学的理论前沿以及政治学、管理学、法学等相关学科的发展动态；6.掌握文献检索、资料查询的基本方法，具有一定的科学研究和策划、组织、执行的实际工作能力。,"",
12,管理学,1204,公共管理类,120403,劳动与社会保障,本科,专业代码：120403授予学位：管理学学士修学年限：四年开设课程：主干学科：管理学、经济学、社会学、社会保障方面的专业课程主要课程：管理学原理、西方经济学、人口学、社会学、财政学、社会保障学、劳动经济学、基础会计、公共政策、社会保障国际比较、劳动法与社会保障法、社会保险学、社会救助与社会福利、统计学、计量经济学、社会调查研究方法、福利经济学、人力资源管理等。相近专业：人力资源管理行政管理公共事业管理土地资源管理政治学与行政学公共关系学公共政策学城市管理公共管理社会工作房地产经营管理项目管理文化产业管理物业管理航运管理主要实践教学环节包括学年论文、实习、毕业论文等。培养目标本专业培养具备比较扎实的管理学与经济学专业知识，掌握现代管理技术与方法，能在政府部门、政策研究部门、大中型企事业单位从事劳动与社会保障工作的高级专门人才。专业培养要求本专业要求学生系统掌握管理学、经济学、社会学等相关专业的基础知识，了解国内外劳动与社会保障理论及实践的历史和现状，具备运用现代技术手段进行调查分析和实际操作的能力，具备较强的书面和口头表达能力，熟练掌握一门外语。毕业生具备的专业知识与能力1.掌握管理学、经济学的基本理论和方法；2.掌握现代管理和计算机应用技能；3.了解中外劳动与社会保障领域的理论与实践进展；4.熟悉党和国家有关的方针政策和法规；5.掌握中外经济学文献检索、资料查询的基本方法，具有一定的经济研究和实际工作能力。,"", 公共管理类 公共事务管理 民政管理 行政管理 人力资源管理 国土资源管理 海关管理 环境规划与管理 电子政务 社会救助 国际质量管理体系认..
12,管理学,1204,公共管理类,120404,土地资源管理,本科,专业代码：120404授予学位：管理学或工学学士修学年限：四年开设课程：公共管理、环境科学技术、应用经济学、土地资源学、土地规划学、土地管理学、土地经济学、地籍管理学、测量学、土地信息系统等。相近专业：测绘学地理信息系统资产评估行政管理公共事业管理劳动与社会保障公共关系学公共政策学城市管理公共管理社会工作房地产经营管理项目管理航运管理土地整理工程管理文化产业管理物业管理主要实践教学环节包括学年论文、实习、毕业论文等。培养目标本专业培养具备现代管理学、经济学及资源学的基本理论，掌握土地管理方面的基础知识，具有测量、制图、计算机等基本技能，能在国土、城建、农业、房地产以及相关领域从事土地调查、土地利用规划、地籍管理及土地管理政策法规工作的高级专门人才。专业培养要求本专业学生主要学习土地管理方面的基本理论和基本知识．受到土地规划、测量、计算机、地籍管理的基本训练，具有土地利用与管理的基本能力。毕业生具备的专业知识与能力1.掌握管理学、经济学及资源学的基本理论；2.掌握土地调查、土地评估、土地整理、土地利用规划、地籍管理、土地信息系统应用及土地开发经营的技术；3.具有土地利用与管理方面的基本能力；4.熟悉国家有关土地利用与管理及可持续发展方面的有关方针、政策和法规；5.了解社会经济发展过程中土地利用与管理的发展动态；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"",
12,管理学,1204,公共管理类,120405,城市管理,本科,专业代码：120405授予学位：管理学或工学学士修学年限：四年开设课程：公共管理技术与方法、公共经济学（财政学）、管理学原理、管理心理学、人力资源开发与管理、管理经济学、公共关系、公共财务、管理定量分析、应用统计、管理信息系统、管理文秘。城市史、土木建筑工程概论、城市规划原理、房屋建筑学、城市公用事业管理、城市建设与管理法规、现代城市景观、城市土地价格评估、运筹学、城市经济与管理、城市土地利用与规划、城市管理信息系统、城市安全与应急管理、社会经济统计学、房地产经营管理、经济地理学、工程项目管理、工程估价、专业外语、城市社会学等。相近专业：公共经济学管理学原理管理心理学人力资源开发与管理管理经济学公共关系学主要实践教学环节包括学年论文、实习、毕业论文等。　　培养目标本专业主要培养具有城市管理学、城市经济学和城市建设技术与知识，具备现代管理理论、技术与方法等方面的知识以及应用这些知识的能力，有较强的城市综合管理能力、城市建设能力、城市发展实践和创新能力的能在文教、体育、卫生、环保、社会保险等公共事业单位行政管理部门从事管理工作的高复合型人才。专业培养要求本专业学生主要学习城市管理方面的基本理论和基本知识．受到城市土地规划、测量等的基本训练，具有城市综合管理、城市建设的基本能力。毕业生具备的专业知识与能力1.掌握城市建设的基本原理、技术和方法；2.具有土木工程技术、市政工程技术和管理的基本知识；3.能够绘制和运用城市的工程图纸；4.掌握城市综合管理的基本技术和方法；5.熟悉城市以及市政工程建设的建筑材料与使用方法；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"", 信用管理 公安管理学 城市地下空间工程 城乡规划 管理科学与工程类 管理科学 信息管理与信息系统 工程管理 房地产开发与管理 工商管理类 工商管理 市场营销 会计学 财务管理 国际商务 人力资源管理
12,管理学,1204,公共管理类,120406TK,海关管理,本科,专业代码：120406TK授予学位：管理学学士修学年限：四年开设课程：主要课程：海关管理学、比较海关管理学、管理学原理、经济学、行政管理学、海关监管、海关管理信息处理系统、海关统计、世界海关组织、海关估价、关税制度、协调制度与归类、国际经济法、行政法学、海关法学、海关稽查、世界贸易组织等。实训课程：社会调查、咨询服务、海关实际监管现场认识实习、海关管理实践与专业实习、海关信息处理模拟操作及国际物流与报关模拟实训、商品知识认识实习等。主要实践教学环节包括课程实习、教育实习和毕业实习等。培养目标本专业培养具备从事涉外经济活动所需的专业知识和基本技能，了解我国对外贸易方针、政策，能从事海关、外贸业务工作的高级管理人才。专业培养要求本专业学生主要学习海关管理的基础知识，受到相应学科的技能训练，具有现代海关管理与服务技能、外贸业务管理与操作技能。毕业生具备的专业知识与能力1.掌握现代市场经济管理、现代管理的基本理论和知识；2.掌握我国管理政策及法律制度；3.熟悉国际经济、贸易的一般运作规律；4.具备相关法律、商品、会计和海关信息管理的基础知识；5.了解海关国际公约和惯例；　　6.具有综合运用所学知识分析和处理海关业务实际问题的技能和技巧。,"", 公共管理类 公共事务管理 民政管理 行政管理 人力资源管理 劳动与社会保障 国土资源管理 环境规划与管理 电子政务 社会救助 国际质量管理体系认..
12,管理学,1204,公共管理类,120407T,交通管理,本科,专业代码：120407T授予学位：管理学或工学学士修学年限：四年开设课程：主要专业基础课和专业课有：航海概论、管理学基础、经济学基础、物流基础、运筹学、国际贸易实务、海商法、船舶原理与货运、会计学原理、技术经济学、国际航运政策、航运经济学、运输商务管理、国际集装箱运输、港口管理、航运管理。相近专业：交通运输学交通管理专业简介交通管理专业适合男生报考。交通管理主要实践教学环节包括课程实习、教育实习和毕业实习等。交通管理培养目标本专业培养具有坚定正确的政治方向和优良人民警察职业道德，系统地掌握现代公安道路交通管理的理论和知识体系，熟练掌握和运用相关法律、法规，具备处理交通事故，完成各类交通警务及公路治安管理等基本技能的专门人才。交通管理专业培养要求本专业学生主要学习交通管理的基础知识，受到相应学科的技能训练，具有具有维持交通秩序、处理交通事故和车辆检审及管理的能力。交通管理毕业生具备的专业知识与能力1.掌握交通管理的基本理论和知识；2.掌握我国交通政策及法律制度；3.熟悉国际交通管理的一般运作规律；4.具备相关交通管理的基础知识和技能；5.具有综合运用所学知识分析和处理交通管理的实际问题的技能和技巧。,"", 公安管理类 侦查 经济犯罪侦查 安全保卫 警卫 治安管理 警察管理 公共安全管理 信息网络安全监察 防火管理 森林消防 边防检查 边境管理 禁毒
