一级专业代码,一级专业名称,二级专业代码,二级专业名称,三级专业代码,三级专业名称,类型,专业描述,授予学位,相近专业
02,经济学,0202,财政学类,020201k,财政学,本科,专业代码：020201K授予学位：经济学学士修学年限：四年开设课程：主干学科：经济学主要课程：政治经济学、西方经济学、货币银行学、国际经济学、财政学、国家预算、税收管理、国际税收、国有资产管理等。主要实践性教学环节：包括课程实习、毕业实习等，-般安排6周。修业年限四年授予学位经济学学士①按财政分配的主体可分为：专门以资本主义国家财政为研究对象的资本主义财政学；专门以社会主义国家财政为研究对象的社会主义财政学；对各个国家财政制度进行比较研究的比较财政制度学。②按财政分配的内容可分为：国家预算学、国家税收学、公债学、国营企业财务学、固定资产投资学等。③按财政发展的历史进程可分为：中国财政史、外国财政史、税制史、公债史，以及研究各个历史时期理财思想的财政思想史。相近专业：经济学国际经济与贸易金融学国民经济管理贸易经济保险金融工程信用管理网络经济学体育经济投资学环境资源与发展经济学房地产经营与估计统计学国际文化贸易税务税收以国家为主体的经济活动财政即国家财政，是以国家为主体，通过政府的收支活动，集中一部分社会资源，满足社会公共需要的经济活动。它主要研究政府部门在资金筹集和使用方面的理论、制度和管理方法，同时也研究企业在生产经营过程中的税收问题。过来人评价财政学财政专业挺不错的，可以说宏微观都有，宏观要研究经济，研究金融，还有国家的政策方向，微观要学习税法，学习财务学习会计，可选择性很宽，专业性又很强。财政专业是属于先抑后扬类型，刚毕业的就业肯定不如其他的，但几年后往往表现可以，但还是要靠自身努力啊。考研后进银行比较容易若想考研，需要把数学和英语打好基础；如果打算毕业到银行工作，那基本要先考研，银行起步比较高；就业集中在财务相关部门财会专业的主要就业渠道是各类企业的财务部门，国家财政、税务部门，会计师、审计师、资产评估事务所等。就业分布最多五省市：广东、山东、北京、上海、福建。兴趣为首，不分文理科财政学不分文理科，所以任何对经济感兴趣有兴趣的均可报考，此外，要能静下心来学习，心要细，有一定的数学基础和良好的道德品质。,"经济学学士",
02,经济学,0202,财政学类,020202,税收学,本科,专业代码：020202授予学位：经济学学士修学年限：四年开设课程：税收理论、中国税制、外国税制、税收筹划、税务代理实务、国际税收、税收管理、财税信息化、财务会计、公共财政学、中国财政史、国家预算、公共支出管理、宏观经济学、微观经济学、计量经济学、经济法、国际经济学。相近专业：经济学国际经济与贸易财政学金融学国民经济管理专业贸易经济专业金融工程专业信用管理专业投资学统计学保险会计学研究税收的学科税收学是一门有关税收理论、政策、制度和管理的科学，是以企业经营管理中的税务问题为主要研究对象，培养学生理解国家税收政策和税收制度以及分析企业税务发展战略的能力的应用经济学科。社会需求增长较快的新设专业税收学目前招生形势和发展前景良好，各大公司的税务部、各大银行及企事业单位的财会部门、会计师事务所及税务师事务所等中介机构、政府财税部门等都需要税务学专业的人才。多数学生直接工作本科毕业生大部分直接就业，继续深造的占少部分。就业率大于90%据教育部公布的数据显示，税务专业的就业率大于90%。毕业生从事的主要职业有：薄记员、会计和审计员，出纳员，税收监察者、征收人和税收代理人，在法院、市政以及政府行政机关工作的办事员，报税代理人等。要细心，综合能力要求高学生要掌握经济学、管理学和法学的基本理论，熟悉国内和国际税务、会计、金融等方面的知识，还要熟练地掌握一门外语和计算机使用技能，需要较好的科研能力和税收综合业务能力。,"经济学学士",
02,经济学,0203,金融学类,020301k,金融学,本科,专业代码：020301K授予学位：经济学学士修学年限：四年开设课程：主干课程主干学科：经济学主要课程：政治经济学、西方经济学、财政学、国际经济学、货币银行学、国际金融管理、证券投资学、保险学、商业银行业务管理、中央银行业务、投资银行理论与实务等。相近专业：有经济学国际经济与贸易财政学国民经济管理贸易经济保险金融工程信用管理网络经济学体育经济投资学环境资源与发展经济学房地产经营与估计统计学国际文化贸易税务税收金融学和财富打交道的学科金融学是一门和财富打交道的学科，因此金融学这个“闪闪发光”的招牌吸引着数不清的人们的奋然前行，这门专业也因此而成为热门专业。金融学是专门研究资金融通的学科，讲的就是钱、钱、钱。就业门槛高，建议考研随着金融行业越来越热门，入门的门槛也逐渐水涨船高。如果在本科毕业的时候没有特别好的入行机会，还是建议去考研，数学，英语要学好，因为这会在考研的时候加重砝码的.在北京上海等城市金融业是一个需要高学历的行业。就业形势好金融学就业主要面向高端市场并且安全系数高，深受广大用人单位的欢迎。近年来金融专业人才就业形势良好，除了传统的银行、证券、保险三大行业可以选择外还可以选择财务、审计、评估、企业融资、担保、信托等细分行业。戏称最有“钱”途的专业金融学专业毕业生职业发展前景好、收入高.专业也被人们戏称为最有“钱”途的专业。在薪酬最高的专业排名中，金融毫无疑问位居榜首。不管是在哪个口径统计出来的薪酬数据中，金融行业都位居前列。要有过硬的数学和英语能力选择金融，两个工具必须够硬：数学和英语，英语要过6级，计算机也要好；金融是很讲交际沟通的，所以内向的人就不要学了。,"经济学学士",
02,经济学,0203,金融学类,020302,金融工程,本科,专业代码：020302授予学位：经济学学士修学年限：四年开设课程：本专业学生主要学习经济学、金融学、金融工程和金融管理方面的基本理论和基础知识，接受理财、投融资、以及风险管理方法与技能的基本训练，具有设计、开发综合运用各种金融工具创造性解决金融实务问题的基本能力，开展金融风险管理、公司理财、投资战略策划以及金融产品定价研究，能在跨国公司和金融机构从事金融财务管理、金融分析和策划的高素质复合型现代金融人才。主干学科：经济学、管理学。主要课程：经济学模块；金融学模块；计算机模块；数学与统计模块等四大模块。开设课程有：政治经济学、微观经济学、宏观经济学、计量经济学、货币银行学、金融经济学，金融市场学，证券投资学，衍生金融工具，固定收益证券，公司金融，金融工程学，金融会计、随机过程，时间序列分析，金融统计与分析应用，商业银行经营与管理，保险与精算，博弈论与信息经济学，金融风险管理，投资银行学，国际金融，国际投资，金融法等。特色方向本专业设有金融产品设计、开发与定价；金融衍生工具与金融风险管理；金融计量与金融决策分析；公司金融与资本运作四个特色专业方向。特色课程：金融经济学，固定收益证券，公司金融，衍生金融工具，金融产品定价，金融风险管理，金融工程学，金融会计、随机过程，时间序列分析，金融统计与分析应用等。学制、学位与毕业学制原则上为4年。实行弹性学制，亦可在3—6年内完成学业。按照规定要求完成学业并符合学士学位授予条件者，授予经济学学士学位。完成总学分175学分(其中课内学分148，实践环节学分15，素质教育12)，方可准予毕业。相近专业：金融学造价工程学主要实践教学环节金工实习、认识实习、影子工厂实习、专业实习、毕业设计、计算机应用及上机实践、课程实验（财务会计学实验）、课程设计（基础会计课程设计、C++程序设计语言课程设计、关系数据库管理系统课程设计、管理信息系统课程设计、证券投资课程设计、风险分析与模拟课程设计）培养目标本专业培养适应社会主义市场经济发展需要，德智体全面发展，具备坚实的经济、金融学理论知识和金融工程业务能力，具有创新精神和实践能力，能在金融业和非金融企业的相关部门（含事业单位及政府部门）创造性地从事金融（财务）活动及管理（侧重风险条件下的管理），并能从事金融工程教学与科研工作的金融学科高级专门人才。专业培养要求本专业学生主要学习经济学、金融学、金融工程和金融管理方面的基本理论和基础知识，接受理财、投融资、以及风险管理方法与技能的基本训练，具有设计、开发综合运用各种金融工具创造性解决金融实务问题的基本能力。毕业生具备的专业知识与能力1.掌握经济学、金融学和金融工程的基础理论与基本知识，以及与本专业相关的管理、财务、贸易、法律的基本知识，具备较扎实的数学与计算机基础，具备采集数据并处理分析数据的基本技能，具有解决实际金融问题的基本能力；2.掌握金融工程的定性与定量的分析方法；3.熟悉我国金融、经济方面的方针、政策、法律和法规，以及有关国际惯例；4.具有较强的语言与文字表达、人际沟通、信息获取以及分析和解决金融实际问题的基本能力；5.掌握文献检索、资料查询、收集及整理的基本方法，具有一定的科学研究和实际工作的能力；6.具有再学习的基本素质；7.掌握一门外国语，具有较强的阅读能力和一定的听、说、写能力；8.了解本学科的理论前沿和发展动态。,"经济学学士", 经济学类 经济学 国民经济管理 能源经济 财政学 税收学 金融学 保险学 投资学 信用管理 经济与金融 国际经济与贸易 贸易经济 农业经济管理类 农林经济管理
02,经济学,0203,金融学类,020303,保险学,本科,专业代码：020303授予学位：经济学学士修学年限：四年开设课程：微观经济学、宏观经济学、国际经济学、货币银行学、金融市场学、计量经济学、会计学、统计学、财政学、管理学、保险学、经济法、保险公司经营管理、保险学原理、保险精算、财产保险原理与实务、人寿保险原理与实务社会保险、人寿与健康保险、财产和责任保险、保险公司财务管理、利息理论、寿险精算、非寿险精算、公司金融等。相近专业：财政学证券投资学保险经营与管理保险精算保险会计与财务保险学被誉为朝阳产业保险学属于经济学中的金融学类，是一门研究保险及保险相关事物运动规律的经济学科。保险涉及的领域是多元化的，包括金融学、法学、医学、数学、经济学以及自然科学等内容。保险业≠卖保险大家总是认为保险专业毕业生是去卖保险，实际上保险是一个产业，是一个完整的体系，从险种的设计、保费的定制到保险的销售，每一个环节都需要保险人才参与其中。保险营销只是保险业工作的一部分，其他诸如组训、培训讲师、核赔核保人员和资金运作人员、精算人员，在我国的捉到保险企业中，不仅人才需求大，而且工作体面、待遇优厚。出国留学比例很高国外保险发展的很规范，需要到国外学习先进的技术和知识，所以出国留学的比例较高。行业发展空间大起点薪酬高保险学有很大的市场潜力，毕业生主要在保险公司、保险中介机构、保险监管机构、银行与证券部门或其他大中型企业风险管理部门、高等院校及有关咨询服务部门等，从事保险业务、投资金融业务、保险精算、保险监管、政策研究、保险经营管理、风险顾问以及教学和科研工作。保险学专业的平均就业率≥85%，211院校就业率≥95%。数学能力要求高保险学专业是一个文理兼收的专业，但有部分高校在招生时只招理科生。保险学中的精算方向，对学生的数学能力要求非常高，因此不建议数学基础比较差的同学报考。,"经济学学士",
02,经济学,0203,金融学类,020304,投资学,本科,专业代码：020304授予学位：经济学学士修学年限：四年开设课程：政治经济学、西方经济学、计量经济学、货币银行学、财政学、会计学、投资学、国际投资、跨国公司经营与案例分析、公共投资学、创业投资、投资项目评估、证券投资学、投资基金管理、投资银行学、公司投资与案例分析、项目融资、投资估算、投资项目管理、房地产金融、家庭投资理财、投资管理信息系统，以及实训课程模拟投资运作等。相近专业：经济学金融学国际金融学财政学金融工程统计学保险税务如何让价值产生价值投资学就是研究如何把个人、机构的有限资源分配到诸如股票、国债、不动产等（金融）资产上，以获得合理的现金流量和风险/收益率的学科。需要融会贯通的知识投资学融实务投资、金融投资和人力资本投资于一体，微观与宏观相结合，国内与国际相交叉，财经管理、法律和理工知识相渗透，重点培养学生从事各类投资活动的决策和管理能力。选择深造的人很多毕业生继续深造、出国留学的机会较大。学成之后就业层次更高。高大上的就业选择毕业后主要进入银行、保险公司、证券公司（投资银行）、期货公司、基金公司、资产管理公司、上市(或欲上市)股份公司证券部及财务部、高等院校金融财政专业教师、研究机构研究人员、出版传播机构等。敏锐的洞察力以及经济头脑需要熟悉国内外经济形势及投资管理运作，视野深刻、全面，具有较高的解决问题的能力和技能。,"经济学学士", 经济学类 经济学 国民经济管理 能源经济 财政学 税收学 金融学 金融工程 保险学 信用管理 经济与金融 国际经济与贸易 贸易经济 农业经济管理类 农林经济管理
02,经济学,0203,金融学类,020305T,金融数学,本科,专业代码：020305T授予学位：经济学学士修学年限：四年开设课程：数学分析、大学物理、、常微分方程、复变函数、数值分析、数学建模、实变函数、金融英语、金融数学、近世代数、运筹学等。相近专业：金融工程金融学数字学培养目标培养具有扎实的数学基础，掌握金融数学基本理论和基本分析方法，能够运用所学的数学与金融分析方法进行经济、金融信息分析与数据处理的应用型人才。毕业后能在金融、投资、保险等部门从事金融分析、策划与管理等工作，并为更高层次的研究生教育输送优秀人才。专业培养要求系统掌握应用数学、金融学的基础理论和方法，形成扎实的数学基本功底和严谨的数学思维模式。具备灵敏获取信息能力和分析信息能力，具备不断学习和创新的精神，具有一定的科学研究和教学能力，具有在经济、金融领域从事定量分析，解决实际经济问题及设计经济数学模型等方面的基本能力。,"经济学学士",
02,经济学,0203,金融学类,020306T,信用管理,本科,专业代码：020306T授予学位：经济学学士修学年限：四年开设课程：管理信息系统、经济法、市场调查与分析、会计学、财务管理、国家信用管理体系、信用和市场风险管理、企业和个人信用管理、征信数据库应用开发、资信评估、客户关系管理等。相近专业：金融学金融工程经济与金融信息管理学主要实践教学环节包括课程实习、毕业实习等。培养目标本专业旨在培养掌握德智体全面发展，掌握信用管理专业知识、理论功底扎实、创新能力、管理能力较强，并熟悉相关的国际惯例和法则，掌握信用风险管理技术，能在国际经济活动中进行沟通和交流的高层次金融管理人才。专业培养要求学生应熟悉信用管理国际惯例及相关的法律、规则；具备信用管理专业知识。具有风险管理，资信调查、信用评级、公司信用管理、消费者信用管理、国际业务信用管理、基金管理、投资组合设计与管理等专业知识；并且了解本专业的发展动态，具有较强创新能力，熟练掌握一门以上外语的能力。毕业生具备的专业知识与能力1.掌握管理学、经济学、管理科学技术的基本原理和现代信用管理的基本理论、基本方法；2.熟悉我国经济与管理的有关方针政策、法律法规以及国际信用管理惯例及相关的法律、规则；3.系统掌握信用管理的理论知识和分析方法，具有风险管理，资信调查、信用评级、公司信用管理、消费者信用管理、国际业务信用管理、基金管理、投资组合设计与管理等专业知识，具有较强的解决信用管理实际问题的基本能力；4.具有较强的语言与文字表达能力和人际沟通能力；5.具有收集信息并进行分析研究、开发利用的基本能力；6.掌握文献查询的基本方法，了解信用管理学科发展动态，具有从事信用风险管理研究的初步能力；7.具有较强创新能力，熟练掌握一门以上外语的能力。,"", 财政金融类 财政 税务 金融管理与实务 国际金融 金融与证券 金融保险 保险实务 医疗保险实务 资产评估与管理 证券投资与管理 投资与理财 证券与期货 产权交易与实务 农村合作金融 机动车保险实务
02,经济学,0203,金融学类,020307T,经济与金融,本科,专业代码：020307T授予学位：经济学学士修学年限：四年开设课程：经济学、金融学、会计学、管理学、统计学、商务英语、写作与沟通、信息与网络技术等。相近专业：经济学国际经济与贸易财政学金融学国民经济管理贸易经济保险金融工程税务信用管理投资学环境资源与发展经济学海洋经济学国际文化贸易主要实践教学环节包括课程实习、毕业实习等培养目标本专业旨在培养经济与金融专业方面的知识及理论，能应用所学知识进行相关工作的能力，能在经济和金融活动中进行实际工作的高层次金融人才。专业培养要求本专业学生主要学习经济与金融专业的知识和理论，受到经济与金融专业方面的基本训练，具有从事实际工作的能力。毕业生具备的专业知识与能力1.掌握经济与金融方面的基本理论、基本方法；2.熟悉我国经济方面有关方针政策、法律法规；3.具有较强的解决实际问题的基本能力；4.具有较强的语言与文字表达能力和人际沟通能力；5.具有收集信息并进行分析研究、开发利用的基本能力；6.掌握文献查询的基本方法，和从事实际工作的初步能力；,"经济学学士", 经济学类 经济学 国民经济管理 能源经济 财政学 税收学 金融学 金融工程 保险学 投资学 信用管理 国际经济与贸易 贸易经济 农业经济管理类 农林经济管理
02,经济学,0204,经济与贸易类,020401,国际经济与贸易,本科,专业代码：020401授予学位：经济学学士修学年限：四年开设课程：政治经济学、西方经济学、国际经济学、计量经济学、投资理财、世界经济概论、国际贸易理论与实务、国际金融、国际结算、货币银行学、财政学、会计学、统计学。注重实践技能的涉外学科国际经济与贸易专业从经济学中分化出来的应用经济学科，是一个非常重视实践技能的专业，需要积累一定的工作经验。国际经济与贸易是一门涉外学科。可以考虑就业国际经济与贸易是偏实用性和实践性的行业，毕业后可以考虑直接工作。是否考研因人而异，英国最快一年，美国最低两年，一年花费两者相对来说美国稍低。国际商务谈判师是首选就业方向根据近两年的行业发展，国际商务谈判会成为国贸专业就业的重要需求，主要涉及的领域有信息通讯、环境保护等专业，以及与奥运、世博会相关的建设，与市场开发领域的招商引资、海外融资、上市与开拓海外市场等活动。对企业来说国际商务谈判师是外贸企业中不可或缺的人物。就业前景广阔，但要求会更高国贸专业毕业生主要在会计师事务所、银行、外贸公司、证券公司、保险公司、期货公司、三资企业以、政府涉外经济部门、国内的涉外企业和跨国公司在中国的分支机构等从事经贸业务、管理和宣传策划工作。外语水平要求很高国际经济与贸易对毕业生的外语水平提出了很高的要求，毕业后跨门槛的时候最好有英语六级或者商务英语证书，否则很容易被绊倒。如果参加外销员、报关员等相关资格考试，可以为就业增加筹码。,"",
02,经济学,0204,经济与贸易类,020402,贸易经济,本科,专业代码：020402授予学位：经济学学士修学年限：四年开设课程：经济数学、政治经济学、西方经济学、货币银行学、财政学、会计学、统计学、国际经济学、计量经济学、发展经济学、贸易经济学、市场营销学、物流学、国际金融实务、国际贸易实务、购销实务、管理学、国民经济管理、市场调查、市场营销策划、现代商场策划、证券与期货、公共关系、商务谈判、消费心理、西方商业、电子商务、经济法、《合同法》、WTO、商贸英语等。相近专业：经济学国际经济与贸易财政学金融学国民经济管理保险金融工程信用管理网络经济学体育经济投资学环境资源与发展经济学房地产经营与估计统计学国际文化贸易税务税收主要实践教学环节包括社会调查和专业实习等，一般安排6周。培养目标通过系统地专业学习，要求学生掌握贸易经济基本理论和操作技能；掌握内、外贸企业经营管理所需的经济、法律、财会、数学、金融等多方面的基础知识，能熟练运用外语和计算机技术，基础扎实，知识面宽，分析解决能力强，具备从事政府和企业经营管理工作所需的基本技能的高级专门人才。专业培养要求掌握经济学、现代管理的基本原理、知识、方法;具备贸易的基本技能;具有开展市场调查、分析、商务策划、公关能力;有较强创造能力。毕业生具备的专业知识与能力1.能利用外语获取最新的经济贸易方面的信息和国际动态；2.能从事金融、贸易相关方面的工作；3.具有一定市场营销策划及商务谈判的能力；4.具有一定的市场分析、调研及公关能力；,"经济学学士", 经济学类 经济学 国民经济管理 能源经济 财政学 税收学 金融学 金融工程 保险学 投资学 信用管理 经济与金融 国际经济与贸易 农业经济管理类 农林经济管理
03,法学,0301,法学类,030101k,法学,本科,专业代码：030101K授予学位：法学学士修学年限：四年开设课程：主要课程：法理学、中国法制史、宪法、行政法与行政诉讼法、民法、商法、知识产权法、经济法、刑法、民事诉讼法、刑事诉讼法、国际法、国际私法、国际经济法、国际政治。主要实践性教学环节：包括见习、法律咨询、社会调查、专题辩论、模拟审判、疑案辩论、实习等，一般不少于20周。相近专业：监狱学知识产权关于法律的科学法学是研究法、法的现象以及与法相关问题的专门学问，是关于法律问题的知识和理论体系，是社会科学的一门重要学科。报考火爆就业遇冷近年来，法学专业一直是文科生报考的热门，但教育部就业指导中心近三年的统计数据显示，该专业的就业率在75%至85%之间上下浮动，实际就业情况并非与填报时一样“火爆”。随着法学毕业生人数暴增，公、检、法等单位人员逐渐饱和，从2002年开始，法学本科毕业生就业率低于全国高校毕业生平均就业率。公司法务人员就业集中公务员、律师、公司法务人员、其他相关领域，其中律师是很多年轻毕业生的主要选择。律师是个经验型行业，收入参差不齐。公司法务人员也是目前法学专业毕业生就业人数最集中的一个领域，主要服务于企业的法律事务部、法律咨询部以及知识产权部等。专业对身体有报考限制报考法学类专业也有身体条件要求，很多院校的招生章程中虽然没有明确标出法学“专业受限”的要求，但在章程中明确表示“新生入校后，学校将按照教育部有关规定进行复查和入学体检，对不符合录取条件的学生，取消入学资格”。学生报考时一定要注意,"法学学士",
03,法学,0301,法学类,030102T,知识产权,本科,"专业代码：030102T授予学位：法学学士修学年限：四年开设课程：法理学、宪法学、民法学、刑法学、刑事诉讼法、行政法与行政诉讼法、国际私法、国际法、著作权法（版权法）、专利法、商标法、知识产权国际公约、专利文献检索、知识产权损害赔偿、合同法、知识产权法原理、网络环境下的知识产权保护、企业知识产权战略、反不正当竞争法、知识产权代理实务等。相近专业：法学监狱学与法律有关的专业知识产权专业属于法学专业，主要培养既懂得科技基础知识，又通晓法律和知识产权事务的复合型人才。加拿大是留学的好去处在加拿大学习知识产权专业，渥太华大学和多伦多大学是不错的留学去处。就业很吃香知识产权行业发展前景非常好，属于越老越吃香的行业，并且收入水平从长远来看一般要比做研发岗的同事要好。专业人才需求量大现在国内企事业单位对知识产权专业人才需求很大，而真正流入人才市场的应届知识产权专业类的大学毕业生却不多。他们就业首选大城市和一些外企，真正进入民营企业的很少。英语能力很重要文、理兼招,熟练掌握英语,并能起草相关文件和沟通交流，这种人才很受欢迎。","法学学士", 法学类 法学
