学历类型,学科一类,学科二类,学科三类,就业概况-名次,就业概况-名次-描述,就业最多地区,就业最多行业,就业行业分布,就业行业分布比例,就业地区分布,就业地区分布比例,工资情况,工资比例,经验情况,经验比例,学历要求,学历比例,就业方向,从事岗位,平均工资,工作年限,工作年限工资
高职专科,农林牧渔类,畜牧兽医类,蚕桑技术,,,,,"[""农/林/牧/渔"",""多元化业务集团公司""]","[50%,50%]","[""广州""]",[100%],"[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""销售代表"",""兽医"",""宠物医生"",""销售经理"",""养殖技术员"",""宠医销售代表"",""区域销售经理"",""猪场技术员"",""化验员"",""兽医师"",""猪场主管"",""技术服务经理"",""猪场总经理副总"",""宠医销售"",""宠物医生助理"",""品管专员"",""大客户经理"",""销售主管"",""技术员"",""销售总监"",""饲养员"",""ca业务代表"",""养猪技术员"",""兽医主管"",""动物实验员"",""区域经理"",""猪场场长"",""生产主管"",""销售人员"",""饲料销售员"",""业务代表"",""养殖储备干部"",""兽医助理"",""动物实验技术员"",""品控经理"",""品管员"",""客户开发经理"",""总经理"",""畜牧师"",""研发助理""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,实验动物养殖,第 21 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第21,广州,制药/生物工程,"[""制药/生物工程"",""农/林/牧/渔"",""快速消费品(食品、饮料、化妆品)"",""新能源"",""学术/科研"",""酒店/旅游"",""互联网/电子商务"",""医疗/护理/卫生"",""医疗设备/器械"",""多元化业务集团公司""]","[30%,26%,9%,9%,5%,5%,3%,3%,3%,2%]","[""广州"",""上海"",""湛江"",""青岛"",""杭州"",""武汉"",""眉山"",""北京"",""天津"",""深圳""]","[18%,13%,13%,13%,8%,8%,8%,5%,5%,5%]","[""面议 "",""20000-29999 "",""3000-4499 "",""50000以上 "",""6000-7999 ""]","[32%,20%,17%,15%,15%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""10年以上 ""]","[52%,18%,14%,12%,4%]","[""不限学历 "",""大专 "",""本科 "",""硕士 "",""高中 ""]","[40%,30%,25%,1%,1%]",,"[""销售代表"",""兽医"",""宠物医生"",""销售经理"",""养殖技术员"",""宠医销售代表"",""区域销售经理"",""猪场技术员"",""化验员"",""兽医师"",""猪场主管"",""技术服务经理"",""猪场总经理副总"",""宠医销售"",""宠物医生助理"",""品管专员"",""大客户经理"",""销售主管"",""技术员"",""销售总监"",""饲养员"",""ca业务代表"",""养猪技术员"",""兽医主管"",""动物实验员"",""区域经理"",""猪场场长"",""生产主管"",""销售人员"",""饲料销售员"",""业务代表"",""养殖储备干部"",""兽医助理"",""动物实验技术员"",""品控经理"",""品管员"",""客户开发经理"",""总经理"",""畜牧师"",""研发助理""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,特种动物养殖,,,,,"[""农/林/牧/渔"",""交通/运输/物流"",""房地产"",""环保""]","[40%,20%,20%,20%]","[""无锡"",""苏州"",""长沙"",""青岛""]","[25%,25%,25%,25%]","[""面议 "",""3000-4499 "",""50000以上 "",""6000-7999 "",""20000-29999 ""]","[38%,23%,17%,11%,8%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""10年以上 ""]","[47%,25%,13%,11%,2%]","[""不限学历 "",""大专 "",""本科 "",""中专 "",""中技 ""]","[60%,28%,6%,2%,2%]",,"[""销售代表"",""兽医"",""宠物医生"",""销售经理"",""养殖技术员"",""宠医销售代表"",""区域销售经理"",""猪场技术员"",""化验员"",""兽医师"",""猪场主管"",""技术服务经理"",""猪场总经理副总"",""宠医销售"",""宠物医生助理"",""品管专员"",""大客户经理"",""销售主管"",""技术员"",""销售总监"",""饲养员"",""ca业务代表"",""养猪技术员"",""兽医主管"",""动物实验员"",""区域经理"",""猪场场长"",""生产主管"",""销售人员"",""饲料销售员"",""业务代表"",""养殖储备干部"",""兽医助理"",""动物实验技术员"",""品控经理"",""品管员"",""客户开发经理"",""总经理"",""畜牧师"",""研发助理""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,动物科学与技术,第 9 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第9,上海,制药/生物工程,"[""制药/生物工程"",""农/林/牧/渔"",""学术/科研"",""医疗/护理/卫生"",""建筑/建材/工程"",""房地产"",""新能源"",""快速消费品(食品、饮料、化妆品)"",""医疗设备/器械"",""互联网/电子商务""]","[39%,14%,10%,9%,5%,5%,4%,4%,3%,2%]","[""上海"",""北京"",""广州"",""武汉"",""深圳"",""郑州"",""成都"",""苏州"",""昆明"",""南京""]","[29%,14%,10%,8%,7%,6%,6%,6%,5%,5%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[29%,27%,15%,14%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,22%,20%,9%,8%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""高中 ""]","[34%,33%,27%,2%,2%]",,"[""销售工程师"",""销售代表"",""猪场技术员"",""猪场主管"",""猪场总经理副总"",""水环境 生态修复工程师"",""饲料添加剂大客户销售经理"",""助理配方师营养师"",""医药代表"",""销售工程师 销售代表"",""销售经理"",""技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,兽药生产与营销,,,,,"[""农/林/牧/渔"",""制药/生物工程"",""新能源"",""美容/保健""]","[25%,25%,25%,25%]","[""佛山"",""广州"",""潍坊""]","[33%,33%,33%]","[""面议 "",""6000-7999 "",""20000-29999 "",""10000-14999 "",""4500-5999 ""]","[29%,27%,16%,15%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,24%,19%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""初中 ""]","[37%,30%,26%,2%,2%]",,"[""销售工程师"",""销售代表"",""猪场技术员"",""猪场主管"",""猪场总经理副总"",""水环境 生态修复工程师"",""饲料添加剂大客户销售经理"",""助理配方师营养师"",""医药代表"",""销售工程师 销售代表"",""销售经理"",""技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,动物防疫与检疫,第 30 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第30,绵阳,农/林/牧/渔,"[""农/林/牧/渔"",""制药/生物工程"",""酒店/旅游"",""医疗/护理/卫生"",""学术/科研"",""新能源"",""贸易/进出口""]","[38%,33%,9%,4%,4%,4%,4%]","[""绵阳"",""南通"",""兰州"",""成都"",""杭州"",""武汉"",""漳州"",""石家庄"",""芜湖"",""长春""]","[23%,15%,7%,7%,7%,7%,7%,7%,7%,7%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[29%,24%,17%,15%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[39%,24%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""高中 ""]","[35%,34%,25%,2%,2%]",,"[""销售工程师"",""销售代表"",""猪场技术员"",""猪场主管"",""猪场总经理副总"",""水环境 生态修复工程师"",""饲料添加剂大客户销售经理"",""助理配方师营养师"",""医药代表"",""销售工程师 销售代表"",""销售经理"",""技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[7360,5400,5630,6100]"
高职专科,农林牧渔类,畜牧兽医类,饲料与动物营养,第 12 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第12,上海,农/林/牧/渔,"[""农/林/牧/渔"",""制药/生物工程"",""快速消费品(食品、饮料、化妆品)"",""新能源"",""贸易/进出口"",""其他行业"",""建筑/建材/工程"",""房地产"",""多元化业务集团公司"",""专业服务(咨询、人力资源、财会)""]","[42%,21%,10%,9%,3%,3%,3%,2%,2%,1%]","[""上海"",""厦门"",""北京"",""广州"",""潍坊"",""成都"",""佛山"",""武汉"",""杭州"",""青岛""]","[18%,12%,11%,10%,10%,8%,7%,7%,6%,6%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,24%,17%,15%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[39%,24%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""高中 ""]","[35%,34%,25%,2%,2%]",,"[""饲料添加剂大客户销售经理"",""助理配方师营养师"",""化验员"",""大客户经理"",""研发工程师"",""饲料快检销售负责人""]",8390,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,畜牧兽医类,宠物养护与疫病防治,,,,,,,,,"[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,24%,17%,15%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[39%,23%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""高中 ""]","[35%,34%,25%,2%,2%]",,"[""饲料添加剂大客户销售经理"",""助理配方师营养师"",""化验员"",""大客户经理"",""研发工程师"",""饲料快检销售负责人""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,农业经济管理,第 16 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第16,北京,建筑/建材/工程,"[""建筑/建材/工程"",""房地产"",""农/林/牧/渔"",""专业服务(咨询、人力资源、财会)"",""新能源"",""外包服务"",""多元化业务集团公司"",""互联网/电子商务"",""通信/电信/网络设备"",""制药/生物工程""]","[32%,31%,12%,5%,4%,3%,3%,2%,2%,2%]","[""北京"",""成都"",""上海"",""南京"",""合肥"",""广州"",""深圳"",""鞍山"",""马鞍山"",""芜湖""]","[17%,12%,10%,10%,9%,9%,8%,8%,8%,6%]","[""3000-4499 "",""20000-29999 "",""50000以上 "",""面议 "",""30000-49999 ""]","[26%,21%,21%,21%,10%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,19%,19%,19%,4%]","[""大专 "",""本科 "",""不限学历 ""]","[42%,28%,28%]",,"[""总规划师"",""项目开发专员"",""农业咨询顾问"",""市场销售助理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,农村行政管理,第 27 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第27,北京,互联网/电子商务,"[""互联网/电子商务"",""专业服务(咨询、人力资源、财会)"",""农/林/牧/渔"",""建筑/建材/工程"",""政府/公共事业"",""房地产"",""金融/投资/证券"",""其他行业"",""家具/家电/玩具/礼品"",""快速消费品(食品、饮料、化妆品)""]","[24%,12%,12%,12%,12%,8%,8%,4%,4%,4%]","[""北京"",""合肥"",""普洱"",""武汉"",""长沙"",""东莞"",""南充"",""南昌"",""巢湖"",""广州""]","[13%,13%,13%,13%,13%,6%,6%,6%,6%,6%]","[""面议 "",""6000-7999 "",""20000-29999 "",""2000-2999 "",""2000以下 ""]","[61%,16%,11%,5%,5%]","[""不限经验 "",""10年以上 "",""3-5年 "",""1-3年 "",""5-10年 ""]","[40%,27%,18%,9%,4%]","[""不限学历 "",""大专 "",""本科 "",""初中 ""]","[45%,36%,13%,4%]",,"[""总规划师"",""项目开发专员"",""农业咨询顾问"",""市场销售助理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,乡镇企业管理,,,,,"[""专业服务(咨询、人力资源、财会)"",""制药/生物工程"",""外包服务"",""批发/零售"",""检测，认证""]","[20%,20%,20%,20%,20%]","[""北京"",""杭州"",""深圳"",""眉山""]","[25%,25%,25%,25%]","[""面议 "",""30000-49999 "",""8000-9999 "",""6000-7999 "",""15000-19999 ""]","[55%,14%,11%,11%,7%]","[""不限经验 "",""5-10年 "",""3-5年 "",""1-3年 "",""10年以上 ""]","[39%,27%,18%,12%,3%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""中专 ""]","[46%,25%,18%,6%,3%]",,"[""总规划师"",""项目开发专员"",""农业咨询顾问"",""市场销售助理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,农业技术与管理,第 14 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第14,广州,农/林/牧/渔,"[""农/林/牧/渔"",""石油/化工/矿产/地质"",""新能源"",""制药/生物工程"",""快速消费品(食品、饮料、化妆品)"",""贸易/进出口"",""互联网/电子商务"",""房地产"",""建筑/建材/工程"",""环保""]","[31%,19%,9%,7%,7%,6%,4%,4%,4%,3%]","[""广州"",""杭州"",""昆明"",""北京"",""成都"",""重庆"",""武汉"",""西安"",""上海"",""泰安""]","[12%,12%,11%,10%,10%,10%,9%,9%,7%,5%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[27%,27%,15%,15%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,22%,20%,10%,7%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[36%,31%,26%,3%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,林业经济信息管理,,,,,,,,,"[""面议 "",""4500-5999 "",""10000-14999 "",""6000-7999 "",""20000-29999 ""]","[40%,19%,16%,12%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[43%,21%,18%,11%,4%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""高中 ""]","[40%,29%,24%,3%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,林业信息工程与管理,第 22 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第22,广州,建筑/建材/工程,"[""建筑/建材/工程"",""计算机软件"",""新能源"",""房地产"",""环保"",""互联网/电子商务"",""计算机服务(系统、数据服务、维修)"",""仪器仪表/工业自动化"",""农/林/牧/渔"",""多元化业务集团公司""]","[22%,14%,12%,11%,11%,6%,6%,4%,4%,4%]","[""广州"",""深圳"",""佛山"",""北京"",""商丘"",""成都"",""昆明"",""武汉"",""西安"",""郑州""]","[33%,12%,10%,10%,7%,5%,5%,5%,5%,5%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[29%,26%,15%,13%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,19%,9%,7%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[36%,30%,27%,2%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,渔业资源与渔政管理,,,,,,,,,"[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[27%,27%,15%,15%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,22%,20%,10%,7%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[36%,31%,26%,3%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,农村行政与经济管理,,,,,"[""建筑/建材/工程"",""计算机软件"",""新能源"",""房地产"",""环保"",""互联网/电子商务"",""计算机服务(系统、数据服务、维修)"",""仪器仪表/工业自动化"",""农/林/牧/渔"",""多元化业务集团公司""]","[22%,14%,12%,11%,11%,6%,6%,4%,4%,4%]","[""广州"",""深圳"",""佛山"",""北京"",""商丘"",""成都"",""昆明"",""武汉"",""西安"",""郑州""]","[33%,12%,10%,10%,7%,5%,5%,5%,5%,5%]","[""6000-7999 "",""面议 "",""10000-14999 "",""20000-29999 "",""8000-9999 ""]","[28%,25%,17%,15%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[39%,24%,18%,9%,8%]","[""大专 "",""本科 "",""不限学历 "",""初中 "",""高中 ""]","[35%,34%,25%,2%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",,"[""应届生"",""1-3年""]","[3000,11380]"
高职专科,农林牧渔类,农林管理类,都市林业资源与林政管理,,,,,,,,,"[""6000-7999 "",""面议 "",""4500-5999 "",""20000-29999 "",""10000-14999 ""]","[27%,27%,15%,14%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,22%,20%,10%,7%]","[""大专 "",""本科 "",""不限学历 "",""高中 "",""中专 ""]","[37%,30%,26%,3%,2%]",,"[""农艺师"",""农业技术员"",""农业技术经理""]",6950,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[5670,6090,9280,14010,19280]"
高职专科,农林牧渔类,水产养殖类,城市渔业,第 31 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第31,台州,计算机软件,"[""计算机软件"",""互联网/电子商务"",""仪器仪表/工业自动化""]","[51%,44%,3%]","[""台州"",""广州"",""泉州"",""丹东"",""南通"",""宁波"",""湛江"",""漳州"",""福州"",""舟山""]","[15%,15%,15%,7%,7%,7%,7%,7%,7%,7%]","[""6000-7999 "",""30000-49999 "",""20000-29999 "",""面议 "",""4500-5999 ""]","[33%,24%,17%,12%,11%]","[""不限经验 "",""3-5年 "",""5-10年 "",""1-3年 "",""应届毕业生 ""]","[43%,21%,13%,12%,9%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""高中 ""]","[40%,29%,19%,5%,4%]",,"[""销售精英""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[5670,6090,9280,14010,19280]"
高职专科,农林牧渔类,水产养殖类,水产养殖技术,第 11 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第11,武汉,农/林/牧/渔,"[""农/林/牧/渔"",""制药/生物工程"",""快速消费品(食品、饮料、化妆品)"",""环保"",""新能源"",""房地产"",""多元化业务集团公司"",""餐饮业"",""批发/零售"",""建筑/建材/工程""]","[41%,17%,7%,7%,6%,4%,4%,4%,3%,3%]","[""武汉"",""广州"",""上海"",""佛山"",""成都"",""厦门"",""深圳"",""湛江"",""北京"",""杭州""]","[18%,18%,14%,10%,8%,6%,6%,6%,5%,4%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,12%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,12%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""水产养殖技术员"",""养殖技术员"",""水产技术员""]",6000,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5920,5810,6560,8900]"
高职专科,农林牧渔类,水产养殖类,渔业综合技术,第 20 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第20,上海,交通/运输/物流,"[""交通/运输/物流"",""建筑/建材/工程"",""专业服务(咨询、人力资源、财会)"",""中介服务"",""互联网/电子商务"",""农/林/牧/渔"",""房地产"",""检测，认证"",""环保"",""石油/化工/矿产/地质""]","[83%,3%,1%,1%,1%,1%,1%,1%,1%,1%]","[""上海"",""北京"",""深圳"",""天津"",""宁波"",""广州"",""济南"",""湛江"",""黔南"",""临沧""]","[13%,13%,13%,9%,9%,9%,9%,9%,9%,4%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[36%,26%,14%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""应届毕业生 ""]","[41%,22%,21%,11%,4%]","[""本科 "",""不限学历 "",""大专 "",""中专 "",""高中 ""]","[33%,32%,29%,2%,2%]",,"[""水产养殖技术员"",""养殖技术员"",""水产技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5920,5810,6560,8900]"
高职专科,农林牧渔类,水产养殖类,海洋捕捞技术,第 35 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第35,宁波,交通/运输/物流,"[""交通/运输/物流"",""互联网/电子商务"",""农/林/牧/渔"",""快速消费品(食品、饮料、化妆品)"",""机械/设备/重工""]","[50%,12%,12%,12%,12%]","[""宁波"",""南京"",""攀枝花"",""武汉"",""荆州"",""金华""]","[28%,14%,14%,14%,14%,14%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,26%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""初中 ""]","[32%,31%,30%,2%,2%]",,"[""水产养殖技术员"",""养殖技术员"",""水产技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5920,5810,6560,8900]"
高职专科,农林牧渔类,水产养殖类,水生动植物保护,第 37 名 (农林牧渔),所有专业1121个，农林牧渔类共58个专科专业，在“农林牧渔”中就业排名第37,武汉,环保,"[""环保"",""制药/生物工程"",""农/林/牧/渔"",""建筑/建材/工程"",""新能源"",""检测，认证"",""金融/投资/证券""]","[30%,20%,10%,10%,10%,10%,10%]","[""武汉"",""西安"",""上海""]","[50%,33%,16%]","[""面议 "",""6000-7999 "",""10000-14999 "",""30000-49999 "",""4500-5999 ""]","[29%,22%,18%,18%,11%]","[""1-3年 "",""不限经验 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[35%,35%,23%,2%,2%]","[""大专 "",""不限学历 "",""本科 "",""中技 "",""中专 ""]","[48%,27%,15%,6%,3%]",,"[""水产养殖技术员"",""养殖技术员"",""水产技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5920,5810,6560,8900]"
高职专科,农林牧渔类,水产养殖类,水族科学与技术,,,,,"[""农/林/牧/渔"",""生活服务""]","[60%,40%]","[""深圳"",""广州""]","[66%,33%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[29%,27%,15%,14%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,22%,20%,9%,8%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""高中 ""]","[34%,33%,26%,2%,2%]",,"[""水产养殖技术员"",""养殖技术员"",""水产技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5920,5810,6560,8900]"
高职专科,医药卫生类,医学技术类,医学营养,第 10 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第10,广州,快速消费品(食品、饮料、化妆品),"[""快速消费品(食品、饮料、化妆品)"",""制药/生物工程"",""医疗/护理/卫生"",""互联网/电子商务"",""美容/保健"",""教育/培训/院校"",""批发/零售"",""贸易/进出口"",""新能源"",""娱乐/休闲/体育""]","[21%,21%,14%,7%,7%,7%,5%,5%,4%,3%]","[""广州"",""上海"",""北京"",""武汉"",""深圳"",""杭州"",""成都"",""南京"",""重庆"",""长沙""]","[25%,15%,11%,8%,8%,8%,7%,6%,3%,3%]","[""6000-7999 "",""面议 "",""20000-29999 "",""30000-49999 "",""10000-14999 ""]","[25%,25%,22%,14%,10%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[48%,25%,15%,5%,5%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""硕士 ""]","[54%,22%,16%,4%,1%]",,"[""营养师"",""健康管理师"",""保健医生"",""培训讲师"",""营养培训师"",""幼儿园保健医"",""全科医生"",""培训师"",""幼儿园保健医生"",""销售经理"",""健康顾问"",""省区经理"",""营养讲师"",""区域销售经理"",""营养营销代表"",""销售代表"",""客服专员"",""销售顾问"",""临床营养师"",""产品经理"",""高级营养师"",""保健医"",""校医"",""营养顾问"",""销售主管"",""饲料添加剂销售经理"",""宠物医生"",""产品培训师"",""健康管家"",""医学编辑"",""培训经理"",""销售业务员"",""大区经理"",""护士"",""法规专员"",""营养推广代表"",""医学信息沟通专员"",""商务渠道区域销售主管"",""美容 美体师"",""健康财富规划师""]",8100,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[5420,8200,12140,11190,12500]"
高职专科,医药卫生类,医学技术类,眼视光技术,第 26 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第26,上海,医疗/护理/卫生,"[""医疗/护理/卫生"",""医疗设备/器械"",""批发/零售"",""教育/培训/院校"",""其他行业"",""贸易/进出口"",""制药/生物工程"",""互联网/电子商务"",""新能源"",""美容/保健""]","[44%,26%,9%,4%,3%,3%,3%,2%,2%,2%]","[""上海"",""广州"",""成都"",""北京"",""杭州"",""长沙"",""武汉"",""深圳"",""温州"",""重庆""]","[27%,13%,12%,10%,8%,7%,5%,5%,5%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[39%,25%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""验光师"",""视觉训练师"",""视光师"",""眼科医生""]",5690,"[""1-3年"",""3-5年""]","[7000,7000]"
高职专科,医药卫生类,医学技术类,临床工程技术,第 31 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第31,上海,医疗/护理/卫生,"[""医疗/护理/卫生"",""制药/生物工程"",""医疗设备/器械"",""教育/培训/院校"",""仪器仪表/工业自动化"",""外包服务"",""娱乐/休闲/体育"",""新能源"",""美容/保健"",""专业服务(咨询、人力资源、财会)""]","[34%,23%,23%,5%,2%,2%,2%,2%,2%,1%]","[""上海"",""金华"",""深圳"",""广州"",""无锡"",""郑州"",""重庆"",""武汉"",""杭州"",""珠海""]","[23%,19%,12%,10%,7%,7%,7%,5%,3%,3%]","[""面议 "",""6000-7999 "",""20000-29999 "",""10000-14999 "",""30000-49999 ""]","[32%,24%,16%,13%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[46%,23%,16%,7%,5%]","[""大专 "",""不限学历 "",""本科 "",""硕士 "",""中技 ""]","[50%,25%,20%,2%,0%]",,"[""验光师"",""视觉训练师"",""视光师"",""眼科医生""]",,"[""1-3年"",""3-5年""]","[7000,7000]"
