学历类型,学科一类,学科二类,学科三类,就业概况-名次,就业概况-名次-描述,就业最多地区,就业最多行业,就业行业分布,就业行业分布比例,就业地区分布,就业地区分布比例,工资情况,工资比例,经验情况,经验比例,学历要求,学历比例,就业方向,从事岗位,平均工资,工作年限,工作年限工资
高职专科,医药卫生类,医学技术类,康复工程技术,,,,,"[""医疗/护理/卫生"",""医疗设备/器械"",""多元化业务集团公司"",""建筑/建材/工程"",""教育/培训/院校""]","[33%,16%,16%,16%,16%]","[""金华"",""成都"",""武汉""]","[50%,25%,25%]","[""面议 "",""10000-14999 "",""6000-7999 "",""15000-19999 "",""8000-9999 ""]","[29%,22%,22%,14%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""10年以上 ""]","[40%,23%,16%,13%,6%]","[""不限学历 "",""大专 "",""本科 "",""中专 "",""中技 ""]","[36%,30%,26%,3%,3%]",,"[""验光师"",""视觉训练师"",""视光师"",""眼科医生""]",6330,"[""1-3年""]",[7000]
高职专科,医药卫生类,医学技术类,放射治疗技术,第 27 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第27,上海,医疗/护理/卫生,"[""医疗/护理/卫生"",""医疗设备/器械"",""美容/保健"",""制药/生物工程"",""教育/培训/院校"",""金融/投资/证券"",""影视/媒体/艺术/文化传播"",""外包服务"",""新能源"",""专业服务(咨询、人力资源、财会)""]","[67%,6%,6%,5%,3%,3%,2%,1%,1%,1%]","[""上海"",""广州"",""北京"",""杭州"",""成都"",""昆明"",""武汉"",""苏州"",""南京"",""重庆""]","[22%,16%,15%,8%,7%,7%,6%,6%,5%,5%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[41%,24%,12%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[38%,23%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[33%,31%,30%,2%,2%]",,"[""放射科医生"",""放射医师"",""放射科主任""]",,"[""1-3年""]",[7000]
高职专科,医药卫生类,医学技术类,实验动物技术,第 15 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第15,上海,制药/生物工程,"[""制药/生物工程"",""学术/科研"",""医疗/护理/卫生"",""新能源"",""医疗设备/器械"",""农/林/牧/渔"",""外包服务"",""快速消费品(食品、饮料、化妆品)"",""教育/培训/院校"",""建筑/建材/工程""]","[59%,8%,8%,7%,6%,2%,1%,1%,1%,1%]","[""上海"",""北京"",""苏州"",""广州"",""武汉"",""南京"",""成都"",""深圳"",""杭州"",""天津""]","[36%,12%,10%,7%,7%,7%,5%,5%,5%,2%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""应届毕业生 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""动物实验技术员"",""研发工程师"",""销售工程师"",""细胞培养技术员"",""实验室技术员"",""实验动物技术员"",""病理技术员"",""药理研究员"",""动物实验员"",""技术支持"",""技术支持工程师"",""兽医"",""实验员"",""细胞培养研究员"",""猪场技术员"",""技术员"",""实验技术员"",""研发助理"",""研发技术员"",""体内药理研究员"",""研究助理"",""实验室主管"",""研发专员"",""细胞培养工程师"",""分子生物学研究员"",""研发经理"",""产品经理"",""动物实验技术人员"",""研发员"",""研究员"",""细胞研究员"",""销售经理""]",5770,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5760,6150,7290,8700]"
高职专科,医药卫生类,医学技术类,医学实验技术,第 9 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第9,上海,制药/生物工程,"[""制药/生物工程"",""医疗设备/器械"",""医疗/护理/卫生"",""新能源"",""学术/科研"",""检测，认证"",""外包服务"",""贸易/进出口"",""仪器仪表/工业自动化"",""专业服务(咨询、人力资源、财会)""]","[48%,15%,13%,8%,6%,2%,1%,1%,1%,1%]","[""上海"",""广州"",""北京"",""深圳"",""杭州"",""南京"",""武汉"",""苏州"",""成都"",""天津""]","[28%,16%,14%,7%,7%,6%,6%,6%,4%,2%]","[""面议 "",""6000-7999 "",""20000-29999 "",""10000-14999 "",""4500-5999 ""]","[35%,26%,14%,12%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,22%,10%,4%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""高中 ""]","[36%,29%,28%,3%,2%]",,"[""实验室技术员"",""技术支持"",""研发工程师"",""技术支持工程师"",""实验员"",""医学检验技术员"",""检验技术员"",""细胞培养技术员"",""病理技术员"",""研发技术员"",""实验技术员"",""销售代表"",""动物实验技术员"",""试剂研发工程师"",""技术员"",""销售工程师"",""检验师"",""销售经理"",""应用工程师"",""技术支持专员"",""实验室主管"",""研发助理"",""医学检验"",""医院驻点技术"",""生产技术员"",""研发经理"",""生物科研仪器区域销售经理 实验仪器区域销售主管"",""生物科研实验仪器售前售后工程师"",""研发主管"",""产品专员"",""医学ngs科服区域销售经理"",""研发专员"",""研发总监"",""科研助理"",""技术工程师"",""细胞生物力学技术销售工程师"",""产品经理"",""医学检验员"",""实验室主任""]",5830,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4940,5150,6340,11000]"
高职专科,医药卫生类,医学技术类,医学影像技术,第 14 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第14,上海,医疗/护理/卫生,"[""医疗/护理/卫生"",""医疗设备/器械"",""新能源"",""制药/生物工程"",""美容/保健"",""计算机软件"",""外包服务"",""互联网/电子商务"",""保险"",""电子技术/半导体/集成电路""]","[56%,21%,4%,3%,3%,3%,1%,1%,1%,1%]","[""上海"",""北京"",""广州"",""深圳"",""杭州"",""成都"",""武汉"",""南京"",""昆明"",""沈阳""]","[21%,16%,13%,10%,8%,8%,6%,5%,4%,4%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,25%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""放射科医生"",""b超医生"",""放射技师"",""放射科技师"",""放射科医师"",""产品经理"",""b超医师"",""销售代表"",""超声医生"",""医学影像"",""放射医生"",""超声科医生"",""临床应用医生"",""售后服务工程师"",""彩超医生"",""放射科"",""医学影像医师"",""医学影像技术"",""放射医师"",""超声科医师"",""mri临床培训专家"",""售后工程师"",""影像技师"",""放射技士"",""客服工程师"",""心电图技师"",""ct技师"",""医学影像技师"",""心电图医师"",""b超"",""儿科医生"",""图像算法工程师"",""影像科医师"",""放射科主任"",""放射诊断医师"",""算法工程师"",""软件工程师"",""ct医生"",""医疗器械区域销售经理"",""市场专员""]",6190,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[4580,5470,8920,30000]"
高职专科,医药卫生类,医学技术类,医学检验技术,第 8 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第8,上海,制药/生物工程,"[""制药/生物工程"",""医疗设备/器械"",""医疗/护理/卫生"",""新能源"",""检测，认证"",""美容/保健"",""学术/科研"",""外包服务"",""其他行业""]","[36%,26%,21%,5%,3%,1%,1%,1%,0%]","[""上海"",""广州"",""北京"",""深圳"",""杭州"",""武汉"",""南京"",""成都"",""苏州"",""重庆""]","[20%,18%,15%,10%,8%,6%,6%,5%,4%,3%]","[""面议 "",""6000-7999 "",""8000-9999 "",""20000-29999 "",""10000-14999 ""]","[33%,27%,13%,13%,12%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,19%,9%,8%]","[""本科 "",""大专 "",""不限学历 "",""中专 "",""高中 ""]","[35%,32%,27%,3%,1%]",,"[""技术支持"",""技术支持工程师"",""检验师"",""售后工程师"",""检验技术员"",""医学检验技术员"",""销售代表"",""实验室技术员"",""区域销售经理"",""销售工程师"",""销售经理"",""大客户经理"",""医学检验"",""病理技术员"",""研发工程师"",""注册专员"",""实验员"",""试剂研发工程师"",""技术员"",""产品经理"",""应用工程师"",""医疗器械销售代表"",""售后技术支持工程师"",""售后服务工程师"",""市场专员"",""检验员"",""生产技术员"",""医学检验师"",""临床应用专员"",""技术服务工程师"",""医学检验员"",""学术专员"",""产品专员"",""技术支持专员"",""主管检验师"",""技术工程师"",""检验科主任"",""质量管理员"",""医疗器械售后工程师"",""质检员""]",5020,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[4350,5070,7610,11000,35940]"
高职专科,医药卫生类,医学技术类,医学生物技术,第 11 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第11,上海,制药/生物工程,"[""制药/生物工程"",""医疗设备/器械"",""医疗/护理/卫生"",""新能源"",""学术/科研"",""检测，认证"",""计算机软件""]","[53%,18%,10%,7%,5%,1%,0%]","[""上海"",""广州"",""北京"",""深圳"",""杭州"",""武汉"",""南京"",""成都"",""苏州"",""天津""]","[23%,16%,16%,10%,6%,6%,6%,5%,4%,3%]","[""6000-7999 "",""面议 "",""20000-29999 "",""30000-49999 "",""10000-14999 ""]","[25%,25%,22%,14%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""应届毕业生 "",""5-10年 ""]","[49%,24%,16%,5%,4%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""硕士 ""]","[56%,20%,15%,5%,1%]",,"[""恩必普药业学术代表"",""销售代表"",""销售工程师"",""区域销售经理"",""技术支持"",""销售经理"",""恩必普学术代表"",""大客户经理"",""技术支持工程师"",""售后工程师"",""实验员"",""业务服务员"",""实验室技术员"",""市场专员"",""生物技术支持"",""产品经理"",""应用工程师"",""技术销售代表"",""研发工程师"",""售后技术支持工程师"",""技术员"",""试剂研发工程师"",""医药代表"",""医学ngs科服区域销售经理"",""售前售后技术支持工程师"",""实验技术员"",""技术支持 学术经理"",""技术支持客服工程师"",""产品专员"",""市场经理"",""病理技术员"",""研发助理"",""细胞培养技术员"",""区域经理"",""注册专员"",""售前 售后技术支持工程师"",""科技服务销售经理"",""售后服务工程师"",""检验技术员"",""生产技术员""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[4350,5070,7610,11000,35940]"
高职专科,医药卫生类,医学技术类,康复治疗技术,第 19 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第19,广州,医疗/护理/卫生,"[""医疗/护理/卫生"",""制药/生物工程"",""医疗设备/器械"",""美容/保健"",""教育/培训/院校"",""新能源"",""生活服务"",""外包服务"",""专业服务(咨询、人力资源、财会)"",""娱乐/休闲/体育""]","[54%,9%,8%,6%,6%,4%,3%,2%,1%,1%]","[""广州"",""北京"",""上海"",""深圳"",""武汉"",""成都"",""杭州"",""苏州"",""重庆"",""佛山""]","[23%,17%,15%,9%,8%,8%,6%,4%,3%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[39%,25%,12%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,22%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""康复治疗师"",""护士"",""康复医师"",""销售代表"",""康复师"",""康复科医生"",""理疗师"",""中医治疗师"",""康复理疗师"",""康复科主任"",""医药代表"",""医疗器械销售"",""康复技师"",""全科医生"",""中医理疗师"",""产后康复师"",""康复医生"",""康复治疗技术"",""中医医生"",""中医师"",""内科医生"",""护理"",""医生"",""康复科医师"",""康复科技师"",""康复科治疗师"",""中医科医生"",""特教老师"",""言语治疗师""]",7560,"[""1-3年""]",[5670]
高职专科,医药卫生类,医学技术类,口腔医学技术,第 22 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第22,上海,医疗/护理/卫生,"[""医疗/护理/卫生"",""医疗设备/器械"",""美容/保健"",""新能源"",""教育/培训/院校"",""制药/生物工程"",""外包服务"",""计算机软件"",""贸易/进出口"",""金融/投资/证券""]","[60%,16%,6%,3%,2%,2%,2%,2%,1%,1%]","[""上海"",""广州"",""北京"",""深圳"",""成都"",""杭州"",""武汉"",""苏州"",""东莞"",""南京""]","[23%,14%,12%,11%,8%,8%,7%,5%,5%,4%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[38%,25%,12%,12%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""口腔医生"",""正畸医生"",""口腔正畸医生"",""口腔种植医生"",""口腔科医师"",""口腔科医生"",""医疗器械销售"",""牙科医生"",""技术支持工程师""]",6340,"[""应届生"",""1-3年""]","[6500,8000]"
高职专科,医药卫生类,医学技术类,医疗美容技术,第 13 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第13,广州,医疗/护理/卫生,"[""医疗/护理/卫生"",""美容/保健"",""医疗设备/器械"",""快速消费品(食品、饮料、化妆品)"",""制药/生物工程"",""互联网/电子商务"",""新能源"",""贸易/进出口"",""专业服务(咨询、人力资源、财会)"",""外包服务""]","[38%,29%,6%,6%,4%,4%,3%,2%,2%,1%]","[""广州"",""上海"",""深圳"",""武汉"",""成都"",""北京"",""南京"",""杭州"",""昆明"",""西安""]","[24%,19%,15%,8%,6%,6%,5%,4%,4%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[36%,27%,12%,12%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[38%,23%,22%,11%,4%]","[""大专 "",""不限学历 "",""本科 "",""中专 "",""高中 ""]","[35%,31%,27%,2%,2%]",,"[""皮肤科医生"",""整形外科医生"",""整形医生"",""护士"",""美容师"",""销售经理"",""美容皮肤科医生"",""护士长"",""手术室护士"",""医美咨询师"",""美容导师"",""销售代表"",""光电操作师"",""医疗服务专员"",""销售经理五险一金"",""微整形医生"",""医美咨询"",""培训讲师"",""微整医生"",""现场咨询师"",""医美护士"",""咨询师"",""客户技术导师"",""皮肤科护士"",""美容顾问"",""光电操作医生"",""医生助理"",""医美运营院长"",""渠道销售 市场销售"",""电子工程师"",""皮肤激光医生"",""医美顾问"",""口腔医生"",""市场咨询"",""整形医助"",""vip客服专员"",""产品经理"",""医美咨询经理"",""植发医生""]",,"[""应届生"",""1-3年""]","[6500,8000]"
高职专科,医药卫生类,医学技术类,呼吸治疗技术,第 25 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第25,北京,医疗/护理/卫生,"[""医疗/护理/卫生"",""制药/生物工程"",""医疗设备/器械"",""美容/保健"",""外包服务"",""金融/投资/证券"",""贸易/进出口""]","[48%,38%,3%,2%,2%,1%,0%]","[""北京"",""上海"",""广州"",""杭州"",""深圳"",""韶关"",""东莞"",""南京"",""成都"",""重庆""]","[21%,16%,10%,9%,9%,9%,5%,5%,5%,5%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[39%,25%,12%,11%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[37%,24%,21%,11%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""医药代表"",""新生儿科医生""]",,"[""应届生"",""1-3年""]","[6500,8000]"
高职专科,医药卫生类,医学技术类,医疗仪器维修技术,第 20 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第20,上海,医疗设备/器械,"[""医疗设备/器械"",""医疗/护理/卫生"",""制药/生物工程"",""新能源"",""仪器仪表/工业自动化"",""贸易/进出口"",""其他行业"",""批发/零售"",""电子技术/半导体/集成电路"",""多元化业务集团公司""]","[32%,24%,22%,7%,3%,3%,1%,1%,1%,1%]","[""上海"",""深圳"",""广州"",""北京"",""武汉"",""成都"",""南京"",""杭州"",""重庆"",""福州""]","[24%,14%,13%,12%,7%,6%,6%,5%,4%,4%]","[""面议 "",""6000-7999 "",""4500-5999 "",""3000-4499 "",""20000-29999 ""]","[37%,25%,12%,12%,11%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,24%,22%,10%,3%]","[""大专 "",""不限学历 "",""本科 "",""高中 "",""中专 ""]","[34%,33%,26%,3%,2%]",,"[""售后工程师"",""医疗器械售后工程师"",""技术支持"",""医疗器械维修工程师"",""售后服务工程师"",""维修工程师"",""售前 售后技术支持工程师"",""售前售后技术支持工程师"",""技术支持工程师"",""医疗器械维修"",""技术工程师"",""工程技术工程师"",""血液净化中心工程师"",""医疗器械工程师"",""医疗设备维修工程师"",""工程师"",""放射科医生"",""仪器工程师"",""售后技术支持工程师"",""设备工程师"",""仪器工程师医疗器械技术支持"",""售前售后工程师""]",5250,"[""1-3年""]",[5250]
高职专科,医药卫生类,医学技术类,卫生检验与检疫技术,第 32 名 (医药卫生),所有专业1121个，医药卫生类共36个专科专业，在“医药卫生”中就业排名第32,广州,制药/生物工程,"[""制药/生物工程"",""医疗/护理/卫生"",""检测，认证"",""医疗设备/器械"",""新能源"",""仪器仪表/工业自动化"",""农/林/牧/渔"",""多元化业务集团公司"",""学术/科研"",""快速消费品(食品、饮料、化妆品)""]","[32%,15%,11%,9%,9%,5%,3%,3%,3%,3%]","[""广州"",""成都"",""上海"",""宁波"",""济南"",""深圳"",""温州"",""东莞"",""北京"",""南宁""]","[41%,13%,6%,6%,6%,6%,6%,3%,3%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[29%,27%,15%,14%,13%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,19%,9%,7%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""高中 ""]","[33%,33%,27%,2%,2%]",,"[""售后工程师"",""医疗器械售后工程师"",""技术支持"",""医疗器械维修工程师"",""售后服务工程师"",""维修工程师"",""售前 售后技术支持工程师"",""售前售后技术支持工程师"",""技术支持工程师"",""医疗器械维修"",""技术工程师"",""工程技术工程师"",""血液净化中心工程师"",""医疗器械工程师"",""医疗设备维修工程师"",""工程师"",""放射科医生"",""仪器工程师"",""售后技术支持工程师"",""设备工程师"",""仪器工程师医疗器械技术支持"",""售前售后工程师""]",,"[""1-3年""]",[5250]
