2026年夏季高考文化成绩一分一段表,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
分数段,全体,,选考物理,,选考化学,,选考生物,,选考思想政治,,选考历史,,选考地理,
,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数
697,7,56,7,56,7,56,7,56,,,,,,
696,14,70,14,70,14,70,14,70,,,,,,
695,15,85,15,85,15,85,15,85,,,,,,
694,17,102,17,102,17,102,15,100,,,,,,
693,21,123,21,123,21,123,20,120,,,,,,
692,22,145,21,144,21,144,20,140,,,,,,
691,26,171,26,170,26,170,26,166,,,,,,
690,27,198,26,196,26,196,26,192,,,,,,
689,36,234,36,232,36,232,34,226,,,,,,
688,34,268,34,266,34,266,32,258,,,,,,
687,30,298,30,296,30,296,29,287,,,,,,
686,34,332,34,330,34,330,34,321,,,,,,
685,43,375,42,372,42,372,41,362,,,,,,
684,33,408,32,404,32,404,32,394,,,,,,
683,39,447,39,443,39,443,39,433,,,,,,
682,58,505,56,499,56,499,55,488,,,,,,
681,64,569,62,561,62,561,63,551,,,,,,
680,68,637,68,629,68,629,66,617,,,,,,
679,59,696,58,687,58,687,57,674,,,,,,
678,56,752,55,742,55,742,53,727,,,,,,
677,71,823,69,811,69,811,69,796,,,,,,
676,76,899,74,885,74,885,71,867,,,,,,
675,81,980,79,964,79,964,73,940,,,,,7,32
674,102,1082,102,1066,102,1066,97,1037,,,,,5,37
673,92,1174,91,1157,91,1157,88,1125,,,,,3,40
672,104,1278,101,1258,102,1259,99,1224,,,,,5,45
671,118,1396,115,1373,115,1374,110,1334,,,,,7,52
670,104,1500,101,1474,101,1475,95,1429,3,32,,,9,61
669,128,1628,123,1597,123,1598,117,1546,5,37,5,34,11,72
668,113,1741,109,1706,110,1708,107,1653,5,42,4,38,4,76
667,120,1861,116,1822,116,1824,110,1763,5,47,4,42,9,85
666,130,1991,124,1946,124,1948,120,1883,7,54,7,49,8,93
665,110,2101,104,2050,104,2052,100,1983,7,61,6,55,9,102
664,154,2255,136,2186,136,2188,129,2112,19,80,20,75,22,124
663,127,2382,124,2310,124,2312,119,2231,4,84,3,78,7,131
662,158,2540,150,2460,150,2462,142,2373,9,93,9,87,14,145
661,156,2696,149,2609,149,2611,144,2517,8,101,7,94,11,156
660,191,2887,176,2785,176,2787,164,2681,20,121,16,110,21,177
659,154,3041,148,2933,148,2935,141,2822,6,127,6,116,13,190
658,192,3233,183,3116,184,3119,180,3002,9,136,8,124,12,202
657,205,3438,193,3309,193,3312,180,3182,16,152,12,136,21,223
656,219,3657,208,3517,208,3520,194,3376,16,168,11,147,20,243
655,191,3848,172,3689,172,3692,156,3532,26,194,21,168,26,269
654,231,4079,213,3902,214,3906,200,3732,24,218,18,186,24,293
653,226,4305,210,4112,210,4116,197,3929,17,235,17,203,27,320
652,220,4525,205,4317,205,4321,196,4125,17,252,15,218,22,342
651,256,4781,234,4551,233,4554,217,4342,24,276,23,241,37,379
650,246,5027,228,4779,228,4782,218,4560,20,296,18,259,26,405
649,260,5287,226,5005,226,5008,204,4764,39,335,36,295,49,454
648,216,5503,194,5199,195,5203,177,4941,23,358,24,319,35,489
647,256,5759,221,5420,221,5424,210,5151,37,395,37,356,42,531
646,300,6059,267,5687,267,5691,247,5398,36,431,33,389,50,581
645,252,6311,218,5905,218,5909,196,5594,38,469,36,425,50,631
644,269,6580,241,6146,241,6150,220,5814,33,502,31,456,41,672
643,312,6892,283,6429,282,6432,254,6068,38,540,32,488,47,719
642,338,7230,295,6724,295,6727,270,6338,53,593,44,532,57,776
641,290,7520,258,6982,258,6985,239,6577,35,628,34,566,46,822
640,343,7863,301,7283,301,7286,276,6853,50,678,42,608,59,881
639,311,8174,262,7545,262,7548,240,7093,56,734,52,660,61,942
638,356,8530,309,7854,308,7856,283,7376,58,792,48,708,62,1004
637,341,8871,300,8154,300,8156,271,7647,47,839,43,751,62,1066
636,349,9220,292,8446,291,8447,268,7915,66,905,58,809,72,1138
635,402,9622,343,8789,343,8790,310,8225,68,973,61,870,81,1219
634,402,10024,341,9130,341,9131,305,8530,69,1042,63,933,87,1306
633,427,10451,367,9497,368,9499,328,8858,75,1117,61,994,82,1388
632,423,10874,371,9868,371,9870,327,9185,65,1182,52,1046,83,1471
631,411,11285,326,10194,326,10196,298,9483,93,1275,85,1131,105,1576
630,441,11726,362,10556,361,10557,325,9808,89,1364,81,1212,105,1681
629,439,12165,370,10926,370,10927,329,10137,81,1445,74,1286,93,1774
628,444,12609,372,11298,372,11299,332,10469,87,1532,74,1360,95,1869
627,451,13060,363,11661,363,11662,313,10782,107,1639,89,1449,118,1987
626,501,13561,414,12075,414,12076,357,11139,104,1743,90,1539,124,2111
625,515,14076,430,12505,430,12506,375,11514,103,1846,88,1627,119,2230
624,472,14548,378,12883,378,12884,323,11837,110,1956,96,1723,131,2361
623,529,15077,418,13301,418,13302,369,12206,129,2085,112,1835,141,2502
622,517,15594,418,13719,418,13720,369,12575,113,2198,101,1936,132,2634
621,523,16117,425,14144,425,14145,376,12951,114,2312,100,2036,129,2763
620,511,16628,417,14561,416,14561,365,13316,112,2424,94,2130,129,2892
619,557,17185,448,15009,448,15009,401,13717,124,2548,109,2239,141,3033
618,568,17753,446,15455,448,15457,393,14110,145,2693,121,2360,151,3184
617,586,18339,462,15917,462,15919,408,14518,147,2840,129,2489,150,3334
616,574,18913,461,16378,461,16380,395,14913,139,2979,113,2602,153,3487
615,588,19501,466,16844,465,16845,412,15325,137,3116,126,2728,158,3645
614,641,20142,510,17354,509,17354,429,15754,154,3270,136,2864,185,3830
613,650,20792,510,17864,508,17862,456,16210,155,3425,144,3008,177,4007
612,662,21454,512,18376,513,18375,430,16640,177,3602,152,3160,202,4209
611,630,22084,473,18849,473,18848,400,17040,179,3781,159,3319,206,4415
610,680,22764,516,19365,516,19364,440,17480,188,3969,166,3485,214,4629
609,652,23416,493,19858,493,19857,424,17904,185,4154,163,3648,198,4827
608,673,24089,528,20386,528,20385,447,18351,174,4328,148,3796,194,5021
607,705,24794,547,20933,545,20930,461,18812,186,4514,161,3957,215,5236
606,737,25531,568,21501,569,21499,480,19292,199,4713,174,4131,221,5457
605,686,26217,534,22035,533,22032,435,19727,185,4898,159,4290,212,5669
604,775,26992,586,22621,587,22619,478,20205,223,5121,194,4484,257,5926
603,789,27781,593,23214,591,23210,474,20679,244,5365,198,4682,267,6193
602,792,28573,588,23802,586,23796,503,21182,233,5598,209,4891,257,6450
601,801,29374,601,24403,602,24398,507,21689,225,5823,207,5098,261,6711
600,818,30192,627,25030,627,25025,515,22204,226,6049,194,5292,265,6976
599,811,31003,601,25631,600,25625,501,22705,241,6290,212,5504,278,7254
598,889,31892,638,26269,636,26261,547,23252,278,6568,255,5759,313,7567
597,894,32786,673,26942,673,26934,559,23811,266,6834,223,5982,288,7855
596,889,33675,629,27571,628,27562,510,24321,305,7139,263,6245,332,8187
595,908,34583,664,28235,665,28227,542,24863,286,7425,251,6496,316,8503
594,949,35532,690,28925,688,28915,559,25422,295,7720,264,6760,351,8854
593,913,36445,675,29600,675,29590,547,25969,267,7987,243,7003,332,9186
592,918,37363,667,30267,670,30260,551,26520,294,8281,258,7261,314,9500
591,1043,38406,736,31003,734,30994,603,27123,350,8631,311,7572,395,9895
590,981,39387,726,31729,726,31720,596,27719,295,8926,262,7834,338,10233
589,974,40361,703,32432,703,32423,568,28287,333,9259,272,8106,343,10576
588,1055,41416,787,33219,785,33208,653,28940,321,9580,272,8378,347,10923
587,1032,42448,732,33951,733,33941,604,29544,349,9929,303,8681,375,11298
586,1077,43525,756,34707,754,34695,635,30179,359,10288,324,9005,403,11701
585,1071,44596,756,35463,755,35450,606,30785,367,10655,321,9326,408,12109
584,1053,45649,736,36199,739,36189,590,31375,369,11024,319,9645,406,12515
583,1088,46737,725,36924,724,36913,580,31955,409,11433,365,10010,461,12976
582,1177,47914,834,37758,834,37747,672,32627,409,11842,349,10359,433,13409
581,1191,49105,831,38589,832,38579,682,33309,411,12253,364,10723,453,13862
580,1191,50296,799,39388,799,39378,642,33951,434,12687,394,11117,505,14367
579,1167,51463,804,40192,803,40181,639,34590,411,13098,371,11488,473,14840
578,1266,52729,870,41062,869,41050,700,35290,464,13562,395,11883,500,15340
577,1220,53949,824,41886,824,41874,678,35968,454,14016,399,12282,481,15821
576,1278,55227,878,42764,876,42750,699,36667,481,14497,402,12684,498,16319
575,1318,56545,920,43684,917,43667,738,37405,474,14971,402,13086,503,16822
574,1277,57822,867,44551,863,44530,684,38089,480,15451,422,13508,515,17337
573,1266,59088,868,45419,865,45395,683,38772,459,15910,400,13908,523,17860
572,1372,60460,933,46352,936,46331,751,39523,513,16423,437,14345,546,18406
571,1379,61839,947,47299,944,47275,758,40281,502,16925,433,14778,553,18959
570,1414,63253,969,48268,967,48242,749,41030,534,17459,452,15230,571,19530
569,1389,64642,944,49212,944,49186,737,41767,519,17978,445,15675,578,20108
568,1439,66081,958,50170,961,50147,734,42501,554,18532,486,16161,624,20732
567,1421,67502,975,51145,975,51122,745,43246,533,19065,450,16611,585,21317
566,1417,68919,960,52105,960,52082,748,43994,540,19605,467,17078,576,21893
565,1436,70355,977,53082,971,53053,765,44759,552,20157,469,17547,574,22467
564,1521,71876,1028,54110,1025,54078,796,45555,580,20737,493,18040,641,23108
563,1510,73386,1060,55170,1055,55133,805,46360,542,21279,457,18497,611,23719
562,1537,74923,1034,56204,1037,56170,775,47135,594,21873,505,19002,666,24385
561,1614,76537,1076,57280,1076,57246,842,47977,620,22493,538,19540,690,25075
560,1615,78152,1109,58389,1108,58354,881,48858,582,23075,509,20049,656,25731
559,1584,79736,1040,59429,1041,59395,834,49692,618,23693,545,20594,674,26405
558,1597,81333,1016,60445,1009,60404,781,50473,680,24373,583,21177,722,27127
557,1696,83029,1133,61578,1137,61541,871,51344,643,25016,565,21742,739,27866
556,1764,84793,1155,62733,1152,62693,907,52251,709,25725,611,22353,758,28624
555,1697,86490,1155,63888,1155,63848,910,53161,630,26355,552,22905,689,29313
554,1732,88222,1131,65019,1137,64985,880,54041,704,27059,602,23507,742,30055
553,1751,89973,1169,66188,1165,66150,903,54944,671,27730,586,24093,759,30814
552,1737,91710,1124,67312,1125,67275,899,55843,712,28442,615,24708,736,31550
551,1794,93504,1142,68454,1141,68416,864,56707,753,29195,651,25359,831,32381
550,1730,95234,1131,69585,1129,69545,871,57578,704,29899,603,25962,752,33133
549,1831,97065,1177,70762,1180,70725,918,58496,744,30643,655,26617,819,33952
548,1852,98917,1222,71984,1222,71947,897,59393,746,31389,632,27249,837,34789
547,1846,100763,1211,73195,1211,73158,918,60311,758,32147,639,27888,801,35590
546,1836,102599,1211,74406,1209,74367,917,61228,746,32893,627,28515,798,36388
545,1908,104507,1230,75636,1225,75592,968,62196,782,33675,684,29199,835,37223
544,1912,106419,1217,76853,1221,76813,919,63115,797,34472,703,29902,879,38102
543,1979,108398,1262,78115,1261,78074,972,64087,819,35291,721,30623,902,39004
542,1950,110348,1267,79382,1269,79343,935,65022,809,36100,693,31316,877,39881
541,1994,112342,1282,80664,1285,80628,967,65989,825,36925,716,32032,907,40788
540,2029,114371,1308,81972,1301,81929,953,66942,848,37773,725,32757,952,41740
539,1963,116334,1208,83180,1208,83137,935,67877,873,38646,750,33507,915,42655
538,1980,118314,1247,84427,1251,84388,927,68804,861,39507,733,34240,921,43576
537,2079,120393,1308,85735,1310,85698,1010,69814,886,40393,773,35013,950,44526
536,1999,122392,1284,87019,1284,86982,958,70772,835,41228,719,35732,917,45443
