major_code,major_name,major_raw
0K,地理信息科学,0K地理信息科学
0K,城乡规划,0K城乡规划
0K,大数据与会计,0K大数据与会计
0K,大数据与财务管理,0K大数据与财务管理
0K,大数据技术,0K大数据技术
0K,婚庆服务与管理(主播与主持),0K婚庆服务与管理(主播与主持)
0K,学前教育(师范类),0K学前教育(师范类)
0K,小学数学教育(师范类),0K小学数学教育(师范类)
0K,工业工程,0K工业工程
0K,工业设计,0K工业设计
0K,工商企业管理,0K工商企业管理
0K,工商管理类,0K工商管理类
0K,工程管理,0K工程管理
0K,工程造价,0K工程造价
0K,市场营销,0K市场营销
0K,市政工程技术,0K市政工程技术
0K,应急装备技术与工程,0K应急装备技术与工程
0K,应用化学,0K应用化学
0K,应用心理学,0K应用心理学
0K,应用心理学(师范类),0K应用心理学(师范类)
0K,应用电子技术,0K应用电子技术
0K,应用韩语,0K应用韩语
0K,康复治疗,0K康复治疗
0K,康复治疗学,0K康复治疗学
0K,康复治疗技术(校企合作，与水发民生产业投资集团有限公司合作),0K康复治疗技术(校企合作，与水发民生产业投资集团有限公司合作)
0K,建筑工程,0K建筑工程
0K,建筑环境与能源应用工程,0K建筑环境与能源应用工程
0K,建筑类,0K建筑类
0K,影视多媒体技术,0K影视多媒体技术
0K,德语,0K德语
0K,思想政治教育(师范类),0K思想政治教育(师范类)
0K,戏剧影视文学,0K戏剧影视文学
0K,护理,0K护理
0K,护理学,0K护理学
0K,捷克语,0K捷克语
0K,政治学与行政学,0K政治学与行政学
0K,教育学,0K教育学
0K,数字媒体技术,0K数字媒体技术
0K,数学与应用数学,0K数学与应用数学
0K,数学与应用数学(师范类),0K数学与应用数学(师范类)
0K,数学类,0K数学类
0K,数学类(广州),0K数学类(广州)
0K,数控技术,0K数控技术
0K,文化遗产,0K文化遗产
0K,文物与博物馆学,0K文物与博物馆学
0K,新媒体技术,0K新媒体技术
0K,新能源材料与器件,0K新能源材料与器件
0K,旅游管理,0K旅游管理
0K,旅游英语,0K旅游英语
0K,日语,0K日语
0K,日语(师范类),0K日语(师范类)
0K,智能制造工程,0K智能制造工程
0K,智能建造,0K智能建造
0K,智能控制技术,0K智能控制技术
0K,智能科学与技术,0K智能科学与技术
0K,智能装备与系统,0K智能装备与系统
0K,朝鲜语,0K朝鲜语
0K,机器人工程,0K机器人工程
0K,机场运行服务与管理,0K机场运行服务与管理
0K,机械电子工程,0K机械电子工程
0K,机械类,0K机械类
0K,机械设计制造及其自动化,0K机械设计制造及其自动化
0K,材料化学,0K材料化学
0K,材料成型及控制工程,0K材料成型及控制工程
0K,核物理,0K核物理
0K,水产养殖学,0K水产养殖学
0K,水利水电工程,0K水利水电工程
0K,汉语言文学(师范类),0K汉语言文学(师范类)
0K,油气储运工程(宜宾校区),0K油气储运工程(宜宾校区)
0K,法学,0K法学
0K,法律事务,0K法律事务
0K,测绘类,0K测绘类
0K,焊接技术与工程(地方专项计划),0K焊接技术与工程(地方专项计划)
0K,物流管理,0K物流管理
0K,物理学(师范类),0K物理学(师范类)
0K,物联网工程,0K物联网工程
0K,物联网应用技术,0K物联网应用技术
0K,环境工程,0K环境工程
0K,环境生态工程,0K环境生态工程
0K,环境科学,0K环境科学
0K,现代家政服务与管理,0K现代家政服务与管理
0K,生物制药,0K生物制药
0K,生物制药技术,0K生物制药技术
0K,生物医学工程,0K生物医学工程
0K,生物工程,0K生物工程
0K,电子信息工程,0K电子信息工程
0K,电子信息类,0K电子信息类
0K,电子商务,0K电子商务
0K,电子科学与技术,0K电子科学与技术
0K,电气工程及其自动化,0K电气工程及其自动化
0K,电气工程及其自动化(国际本科学术互认课程项目),0K电气工程及其自动化(国际本科学术互认课程项目)
0K,电气自动化技术,0K电气自动化技术
0K,知识产权,0K知识产权
0K,科学教育(师范类),0K科学教育(师范类)
0K,秘书学,0K秘书学
0K,纺织工程,0K纺织工程
0K,经济与金融,0K经济与金融
0K,经济学类,0K经济学类
0K,经济统计学,0K经济统计学
0K,给排水科学与工程,0K给排水科学与工程
0K,统计学,0K统计学
0K,网络与新媒体,0K网络与新媒体
0K,网络空间安全,0K网络空间安全
0K,翻译,0K翻译
0K,职业病危害检测评价技术,0K职业病危害检测评价技术
0K,能源动力类,0K能源动力类
0K,自动化,0K自动化
0K,航空地面设备维修,0K航空地面设备维修
0K,航空航天工程(直升机维修工程),0K航空航天工程(直升机维修工程)
0K,艺术史论,0K艺术史论
0K,英语,0K英语
0K,英语(师范类),0K英语(师范类)
0K,药事管理,0K药事管理
0K,药品生物技术,0K药品生物技术
0K,药学,0K药学
0K,药学(理科基地班),0K药学(理科基地班)
0K,药物制剂,0K药物制剂
0K,葡萄牙语(经贸合作),0K葡萄牙语(经贸合作)
0K,虚拟现实技术,0K虚拟现实技术
0K,行政管理,0K行政管理
0K,西班牙语,0K西班牙语
0K,计算机应用技术,0K计算机应用技术
0K,计算机科学与技术,0K计算机科学与技术
0K,计算机类,0K计算机类
0K,计算机网络技术,0K计算机网络技术
0K,财务管理,0K财务管理
0K,跨境电子商务,0K跨境电子商务
0K,车辆工程,0K车辆工程
0K,轨道交通信号与控制,0K轨道交通信号与控制
0K,软件工程,0K软件工程
0K,过程装备与控制工程(数字化制造方向),0K过程装备与控制工程(数字化制造方向)
0K,通信工程,0K通信工程
0K,通用航空器维修,0K通用航空器维修
0K,道路工程检测技术,0K道路工程检测技术
0K,酒店管理与数字化运营(高职3+2贯通培养，衔接山东工商学院旅游管理专,0K酒店管理与数字化运营(高职3+2贯通培养，衔接山东工商学院旅游管理专
0K,金融学,0K金融学
0K,金融工程,0K金融工程
0K,金融数学,0K金融数学
0K,金融服务与管理,0K金融服务与管理
0K,铁道交通运营管理,0K铁道交通运营管理
0K,飞机机电设备维修,0K飞机机电设备维修
0K,食品质量与安全,0K食品质量与安全
0K,餐饮智能管理,0K餐饮智能管理
0K,高分子材料与工程,0K高分子材料与工程
0K,高速铁路客运服务,0K高速铁路客运服务
0L,人工智能技术应用,0L 人工智能技术应用
0L,信息安全技术应用,0L 信息安全技术应用
0L,大数据与会计,0L 大数据与会计
0L,大数据技术,0L 大数据技术
0L,婴幼儿托育服务与管理,0L 婴幼儿托育服务与管理
0L,学前教育(师范类),0L 学前教育(师范类)
0L,定制旅行管理与服务,0L 定制旅行管理与服务
0L,室内艺术设计,0L 室内艺术设计
0L,小学数学教育(师范类),0L 小学数学教育(师范类)
0L,工程造价,0L 工程造价
0L,应用电子技术,0L 应用电子技术
0L,影视多媒体技术,0L 影视多媒体技术
0L,护理,0L 护理
0L,数字化设计与制造技术,0L 数字化设计与制造技术
0L,数据科学与大数据技术,0L 数据科学与大数据技术
0L,新能源汽车技术,0L 新能源汽车技术
0L,新能源汽车检测与维修技术,0L 新能源汽车检测与维修技术
0L,旅游日语,0L 旅游日语
0L,无人机应用技术,0L 无人机应用技术
0L,智慧健康养老服务与管理(泰康班),0L 智慧健康养老服务与管理(泰康班)
0L,民航运输服务,0L 民航运输服务
0L,汽车技术服务与营销,0L 汽车技术服务与营销
0L,汽车检测与维修技术,0L 汽车检测与维修技术
0L,特殊教育(师范类),0L 特殊教育(师范类)
0L,现代物流管理,0L 现代物流管理
0L,现代纺织技术,0L 现代纺织技术
0L,电子商务,0L 电子商务
0L,石油化工技术,0L 石油化工技术
0L,研学旅行管理与服务,0L 研学旅行管理与服务
0L,网络营销与直播电商,0L 网络营销与直播电商
0L,药学,0L 药学
0L,融媒体技术与运营,0L 融媒体技术与运营
0L,计算机应用技术,0L 计算机应用技术
0L,计算机网络技术,0L 计算机网络技术
0L,通用航空器维修,0L 通用航空器维修
0L,道路与桥梁工程技术,0L 道路与桥梁工程技术
0L,金融科技应用,0L 金融科技应用
0L,铁道交通运营管理,0L 铁道交通运营管理
0L,风力发电工程技术,0L 风力发电工程技术
0L,飞机电子设备维修,0L 飞机电子设备维修
0L,高速铁路综合维修技术,0L 高速铁路综合维修技术
0L,中药制药,0L中药制药
0L,中药学,0L中药学
0L,中药资源与开发,0L中药资源与开发
0L,临床医学,0L临床医学
0L,交通工程,0L交通工程
0L,人力资源管理,0L人力资源管理
0L,人工智能,0L人工智能
0L,人文地理与城乡规划,0L人文地理与城乡规划
0L,会计学,0L会计学
0L,供应链管理,0L供应链管理
0L,信息与计算科学,0L信息与计算科学
0L,信息安全技术应用,0L信息安全技术应用
0L,信息管理与信息系统,0L信息管理与信息系统
0L,光伏工程技术,0L光伏工程技术
0L,光电信息科学与工程,0L光电信息科学与工程
0L,光电信息科学与工程(中外合作办学)(中德合作),0L光电信息科学与工程(中外合作办学)(中德合作)
0L,公共事业管理,0L公共事业管理
0L,制药工程,0L制药工程
0L,动漫设计,0L动漫设计
0L,助产学,0L助产学
0L,化学,0L化学
0L,化学(师范类),0L化学(师范类)
0L,化工与制药类,0L化工与制药类
0L,化工安全技术,0L化工安全技术
0L,医养照护与管理,0L医养照护与管理
0L,医学信息工程,0L医学信息工程
0L,医学影像技术,0L医学影像技术
0L,医学检验技术,0L医学检验技术
0L,历史学(师范类),0L历史学(师范类)
0L,口腔医学,0L口腔医学
0L,口腔医学技术,0L口腔医学技术
0L,商务英语,0L商务英语
0L,国际经济与贸易,0L国际经济与贸易
0L,土地资源管理,0L土地资源管理
0L,土耳其语,0L土耳其语
0L,地下水科学与工程,0L地下水科学与工程
0L,复合材料与工程,0L复合材料与工程
0L,外国语言文学类,0L外国语言文学类
0L,大数据与会计,0L大数据与会计
0L,大数据与财务管理,0L大数据与财务管理
0L,大数据技术,0L大数据技术
0L,大数据管理与应用,0L大数据管理与应用
0L,婚庆服务与管理(策划与设计),0L婚庆服务与管理(策划与设计)
0L,婴幼儿托育服务与管理,0L婴幼儿托育服务与管理
0L,安全工程,0L安全工程
0L,审计学,0L审计学
0L,小学教育(师范类),0L小学教育(师范类)
0L,小学英语教育(师范类),0L小学英语教育(师范类)
0L,工业工程,0L工业工程
0L,工业设计,0L工业设计
0L,工商管理,0L工商管理
0L,工商管理类,0L工商管理类
0L,工商管理类(广州),0L工商管理类(广州)
0L,工程管理,0L工程管理
0L,市场营销,0L市场营销
0L,市场营销(大数据营销),0L市场营销(大数据营销)
0L,广播电视编导,0L广播电视编导
0L,应用心理学,0L应用心理学
0L,应用物理学,0L应用物理学
0L,应用电子技术,0L应用电子技术
0L,应用统计学,0L应用统计学
0L,应用韩语,0L应用韩语
0L,建筑学,0L建筑学
0L,建筑工程技术,0L建筑工程技术
0L,影视多媒体技术(电竞新媒体技术),0L影视多媒体技术(电竞新媒体技术)
0L,微电子科学与工程(集成电路设计),0L微电子科学与工程(集成电路设计)
0L,德语,0L德语
0L,思想政治教育(师范类),0L思想政治教育(师范类)
0L,投资学,0L投资学
0L,探测制导与控制技术,0L探测制导与控制技术
0L,教育学,0L教育学
0L,教育技术学(师范类),0L教育技术学(师范类)
0L,数学与应用数学(师范类),0L数学与应用数学(师范类)
0L,数学类,0L数学类
0L,数据科学与大数据技术,0L数据科学与大数据技术
0L,数控技术,0L数控技术
0L,新能源汽车工程,0L新能源汽车工程
0L,新能源汽车技术,0L新能源汽车技术
0L,新闻传播学类,0L新闻传播学类
0L,新闻学,0L新闻学
0L,旅游管理(高职3+2贯通培养，衔接山东青年政治学院旅游管理专业),0L旅游管理(高职3+2贯通培养，衔接山东青年政治学院旅游管理专业)
0L,旅游英语,0L旅游英语
0L,无人机应用技术(校企合作，与山东创新谷信息科技集团有限公司合作),0L无人机应用技术(校企合作，与山东创新谷信息科技集团有限公司合作)
0L,日语,0L日语
0L,智慧健康养老服务与管理,0L智慧健康养老服务与管理
0L,智能产品开发与应用,0L智能产品开发与应用
0L,智能制造工程,0L智能制造工程
0L,智能机电技术,0L智能机电技术
0L,智能材料与结构,0L智能材料与结构
0L,服装设计与工艺,0L服装设计与工艺
0L,机器人工程,0L机器人工程
0L,机械制造及自动化,0L机械制造及自动化
0L,机械工程,0L机械工程
0L,机械设计制造及其自动化,0L机械设计制造及其自动化
0L,机械设计制造及其自动化(中外合作办学),0L机械设计制造及其自动化(中外合作办学)
0L,机械设计制造及自动化,0L机械设计制造及自动化
0L,材料化学,0L材料化学
0L,材料成型及控制工程,0L材料成型及控制工程
0L,材料类,0L材料类
0L,核工程与核技术(含卓越工程师班),0L核工程与核技术(含卓越工程师班)
0L,水产养殖技术,0L水产养殖技术
0L,水利水电工程,0L水利水电工程
0L,水路运输安全管理,0L水路运输安全管理
0L,汉语言文学,0L汉语言文学
0L,汉语言文学(师范类),0L汉语言文学(师范类)
0L,汽车检测与维修技术,0L汽车检测与维修技术
0L,法学,0L法学
0L,法学(英语双学位),0L法学(英语双学位)
0L,法语,0L法语
0L,测控技术与仪器,0L测控技术与仪器
0L,消防工程,0L消防工程
0L,物流管理,0L物流管理
0L,物流管理与工程类,0L物流管理与工程类
0L,物理学(师范类),0L物理学(师范类)
0L,物联网工程,0L物联网工程
0L,物联网应用技术,0L物联网应用技术
0L,环境科学,0L环境科学
0L,现代物流管理,0L现代物流管理
0L,生态学,0L生态学
0L,生物制药,0L生物制药
0L,生物制药技术,0L生物制药技术
0L,生物医学工程,0L生物医学工程
0L,电子信息工程,0L电子信息工程
0L,电子信息类,0L电子信息类
0L,电子商务,0L电子商务
0L,电气工程及其自动化,0L电气工程及其自动化
0L,电气工程及其自动化(菁英班),0L电气工程及其自动化(菁英班)
0L,社会工作,0L社会工作
0L,移动互联应用技术,0L移动互联应用技术
0L,空中乘务,0L空中乘务
0L,经济与金融,0L经济与金融
0L,经济统计学,0L经济统计学
0L,给排水科学与工程,0L给排水科学与工程
0L,统计学,0L统计学
0L,网络营销与直播电商,0L网络营销与直播电商
0L,美术学,0L美术学
0L,能源与动力工程,0L能源与动力工程
0L,能源动力类,0L能源动力类
0L,自动化,0L自动化
0L,英语,0L英语
0L,药学,0L药学
0L,葡萄牙语,0L葡萄牙语
0L,虚拟现实技术应用,0L虚拟现实技术应用
0L,行政管理,0L行政管理
0L,视觉传达设计(装潢艺术设计方向),0L视觉传达设计(装潢艺术设计方向)
0L,计算机应用技术,0L计算机应用技术
0L,计算机科学与技术,0L计算机科学与技术
0L,计算机科学与技术(师范类),0L计算机科学与技术(师范类)
0L,计算机科学与技术(数智化方向),0L计算机科学与技术(数智化方向)
0L,计算机类,0L计算机类
0L,财务管理,0L财务管理
0L,质量管理工程,0L质量管理工程
0L,跨境电子商务,0L跨境电子商务
0L,车辆工程(中外合作办学)(中英合作),0L车辆工程(中外合作办学)(中英合作)
0L,软件工程,0L软件工程
0L,软件技术,0L软件技术
0L,轻化工程,0L轻化工程
0L,通信工程,0L通信工程
0L,通信工程(大类招生),0L通信工程(大类招生)
0L,道路桥梁与渡河工程,0L道路桥梁与渡河工程
0L,酒店管理,0L酒店管理
0L,金融学,0L金融学
0L,金融工程,0L金融工程
0L,金融数学,0L金融数学
0L,金融科技(中外合作办学),0L金融科技(中外合作办学)
0L,铁道信号自动控制,0L铁道信号自动控制
0L,阿拉伯语,0L阿拉伯语
0L,预防医学,0L预防医学
0L,风景园林,0L风景园林
0L,飞机结构修理,0L飞机结构修理
0L,飞行器制造工程(飞机结构维修),0L飞行器制造工程(飞机结构维修)
0L,食品卫生与营养学(中外高水平大学学生交流计划),0L食品卫生与营养学(中外高水平大学学生交流计划)
0L,食品质量与安全,0L食品质量与安全
0L,高分子材料与工程(塑料工程方向),0L高分子材料与工程(塑料工程方向)
0L,高速铁路客运服务,0L高速铁路客运服务
0M,中医康复技术,0M 中医康复技术
0M,中药学,0M 中药学
0M,人工智能技术应用,0M 人工智能技术应用
0M,会展策划与管理,0M 会展策划与管理
0M,供应链运营,0M 供应链运营
0M,动漫制作技术,0M 动漫制作技术
0M,口腔医学技术,0M 口腔医学技术
0M,大数据与会计,0M 大数据与会计
0M,婴幼儿托育服务与管理,0M 婴幼儿托育服务与管理
0M,工程造价,0M 工程造价
0M,市场营销,0M 市场营销
0M,应用英语,0M 应用英语
0M,应用西班牙语,0M 应用西班牙语
0M,建筑装饰工程技术,0M 建筑装饰工程技术
0M,影视多媒体技术(电竞新媒体技术),0M 影视多媒体技术(电竞新媒体技术)
0M,数字化设计与制造技术,0M 数字化设计与制造技术
0M,数字媒体技术,0M 数字媒体技术
0M,无人机应用技术,0M 无人机应用技术
0M,智慧健康养老服务与管理,0M 智慧健康养老服务与管理
0M,智能网联汽车技术,0M 智能网联汽车技术
0M,机械制造及自动化,0M 机械制造及自动化
0M,机电一体化技术,0M 机电一体化技术
0M,水环境智能监测与治理,0M 水环境智能监测与治理
0M,汽车制造与试验技术,0M 汽车制造与试验技术
0M,汽车电子技术,0M 汽车电子技术
0M,测绘地理信息技术,0M 测绘地理信息技术
0M,电力系统自动化技术,0M 电力系统自动化技术
0M,电子商务,0M 电子商务
0M,电气自动化技术,0M 电气自动化技术
0M,空中乘务,0M 空中乘务
0M,网络营销与直播电商,0M 网络营销与直播电商
0M,老年保健与管理,0M 老年保健与管理
0M,花卉生产与花艺,0M 花卉生产与花艺
0M,计算机网络技术,0M 计算机网络技术
0M,通用航空器维修,0M 通用航空器维修
0M,酒店管理与数字化运营,0M 酒店管理与数字化运营
0M,集成电路技术,0M 集成电路技术
0M,中药制药,0M中药制药
0M,交通管理(飞行运行管理),0M交通管理(飞行运行管理)
0M,人力资源管理,0M人力资源管理
0M,人力资源管理(数智HR),0M人力资源管理(数智HR)
0M,人工智能,0M人工智能
0M,人文科学试验班,0M人文科学试验班
0M,会计学,0M会计学
0M,信息与计算科学(信息与计算科学-人工智能双学士学位),0M信息与计算科学(信息与计算科学-人工智能双学士学位)
0M,信息管理与信息系统,0M信息管理与信息系统
0M,光电信息科学与工程,0M光电信息科学与工程
0M,农业电气化,0M农业电气化
0M,农林经济管理,0M农林经济管理
0M,农林经济管理(基地班),0M农林经济管理(基地班)
0M,冶金工程,0M冶金工程
0M,匈牙利语,0M匈牙利语
0M,化学工程与工业生物工程,0M化学工程与工业生物工程
0M,化学工程与工艺,0M化学工程与工艺
0M,化学类,0M化学类
0M,化工与制药类,0M化工与制药类
0M,医学信息工程,0M医学信息工程
0M,医学检验技术,0M医学检验技术
0M,医学生物技术,0M医学生物技术
0M,历史学(师范类),0M历史学(师范类)
0M,口腔医学技术,0M口腔医学技术
0M,商务英语,0M商务英语
0M,国际经济与贸易,0M国际经济与贸易
0M,土木工程,0M土木工程
0M,地下水科学与工程,0M地下水科学与工程
0M,城市地下空间工程,0M城市地下空间工程
0M,外国语言文学类,0M外国语言文学类
0M,大数据与会计,0M大数据与会计
0M,大数据与财务管理,0M大数据与财务管理
0M,大数据技术,0M大数据技术
0M,大数据管理与应用,0M大数据管理与应用
0M,学前教育(师范类),0M学前教育(师范类)
0M,审计学,0M审计学
0M,工业工程,0M工业工程
0M,工业机器人技术,0M工业机器人技术
0M,工业设计(宜宾校区),0M工业设计(宜宾校区)
0M,工商管理(中外合作办学)(中美合作),0M工商管理(中外合作办学)(中美合作)
0M,工商管理类,0M工商管理类
0M,工程造价,0M工程造价
0M,广告学,0M广告学
0M,广告艺术设计,0M广告艺术设计
0M,广播电视学,0M广播电视学
0M,应用化学,0M应用化学
0M,应用化工技术,0M应用化工技术
0M,应用心理学,0M应用心理学
0M,应用心理学(师范、非师范、创新实验班),0M应用心理学(师范、非师范、创新实验班)
0M,应用气象学,0M应用气象学
0M,应用物理学,0M应用物理学
0M,应用统计学,0M应用统计学
0M,应用英语,0M应用英语
0M,康复治疗学,0M康复治疗学
0M,建筑学,0M建筑学
0M,建筑消防技术,0M建筑消防技术
0M,建筑环境与能源应用工程,0M建筑环境与能源应用工程
0M,德语,0M德语
0M,思想政治教育(师范类),0M思想政治教育(师范类)
0M,戏剧影视文学(戏曲文学),0M戏剧影视文学(戏曲文学)
0M,戏剧教育,0M戏剧教育
0M,护理学,0M护理学
0M,教育技术学(师范类),0M教育技术学(师范类)
0M,数字化设计与制造技术,0M数字化设计与制造技术
0M,数字媒体艺术设计,0M数字媒体艺术设计
0M,数字经济,0M数字经济
0M,数学与应用数学,0M数学与应用数学
0M,数学与应用数学(师范类),0M数学与应用数学(师范类)
0M,数据科学与大数据技术,0M数据科学与大数据技术
0M,新能源汽车检测与维修技术,0M新能源汽车检测与维修技术
0M,新能源科学与工程,0M新能源科学与工程
0M,新闻传播学类,0M新闻传播学类
0M,新闻学,0M新闻学
0M,旅游日语,0M旅游日语
0M,旅游管理,0M旅游管理
0M,无人驾驶航空器系统工程,0M无人驾驶航空器系统工程
0M,无机非金属材料工程,0M无机非金属材料工程
0M,日语,0M日语
0M,智慧水利,0M智慧水利
0M,智能制造工程,0M智能制造工程
0M,智能制造工程技术,0M智能制造工程技术
0M,朝鲜语,0M朝鲜语
0M,机场场务技术与管理,0M机场场务技术与管理
0M,机械工程,0M机械工程
0M,机械类(智能制造),0M机械类(智能制造)
0M,机械设计制造及其自动化,0M机械设计制造及其自动化
0M,材料物理(中外合作办学),0M材料物理(中外合作办学)
0M,材料科学与工程,0M材料科学与工程
0M,材料类,0M材料类
0M,核工程与核技术,0M核工程与核技术
0M,核工程类,0M核工程类
0M,植物科学与技术,0M植物科学与技术
0M,民政服务与管理,0M民政服务与管理
0M,民航安全技术管理,0M民航安全技术管理
0M,汉语国际教育,0M汉语国际教育
0M,汉语言文学,0M汉语言文学
0M,法学,0M法学
0M,测绘工程,0M测绘工程
0M,消防工程,0M消防工程
0M,港口航道与海岸工程,0M港口航道与海岸工程
0M,烹饪与营养教育,0M烹饪与营养教育
0M,烹饪工艺与营养,0M烹饪工艺与营养
0M,烹饪工艺与营养(高职3+2贯通培养，衔接济南大学烹饪与营养教育专业),0M烹饪工艺与营养(高职3+2贯通培养，衔接济南大学烹饪与营养教育专业)
0M,物理学(师范类),0M物理学(师范类)
0M,物联网工程,0M物联网工程
0M,物联网应用技术,0M物联网应用技术
0M,环保设备工程,0M环保设备工程
0M,环境生态工程,0M环境生态工程
0M,环境科学,0M环境科学
0M,环境科学与工程类,0M环境科学与工程类
0M,现代物流管理,0M现代物流管理
0M,生态学,0M生态学
0M,生物制药,0M生物制药
0M,生物医学工程,0M生物医学工程
0M,生物工程,0M生物工程
0M,生物科学,0M生物科学
0M,生物科学类,0M生物科学类
0M,电子信息工程,0M电子信息工程
0M,电子信息类,0M电子信息类
0M,电子商务,0M电子商务
0M,电子商务及法律,0M电子商务及法律
0M,电气工程及其自动化,0M电气工程及其自动化
0M,电气工程及其自动化(智能电网),0M电气工程及其自动化(智能电网)
0M,眼视光医学,0M眼视光医学
0M,眼视光技术,0M眼视光技术
0M,社会工作,0M社会工作
0M,社区管理与服务,0M社区管理与服务
0M,科学教育,0M科学教育
0M,秘书学,0M秘书学
0M,空中乘务,0M空中乘务
0M,纺织工程,0M纺织工程
0M,经济学,0M经济学
0M,经济统计学,0M经济统计学
0M,统计学,0M统计学
0M,统计学类,0M统计学类
0M,网络工程,0M网络工程
0M,能源与动力工程,0M能源与动力工程
0M,自动化,0M自动化
0M,航空物流管理,0M航空物流管理
0M,艺术设计学,0M艺术设计学
0M,英语,0M英语
0M,英语(师范类),0M英语(师范类)
0M,英语(法律英语实验班),0M英语(法律英语实验班)
0M,英语(语言智能实验班),0M英语(语言智能实验班)
0M,药学,0M药学
0M,行政管理,0M行政管理
0M,西班牙语,0M西班牙语
0M,计算机应用技术,0M计算机应用技术
0M,计算机科学与技术,0M计算机科学与技术
0M,计算机网络技术,0M计算机网络技术
0M,财务管理,0M财务管理
0M,资产评估,0M资产评估
0M,跨境电子商务,0M跨境电子商务
0M,车辆工程,0M车辆工程
0M,软件工程,0M软件工程
0M,软件技术,0M软件技术
0M,辐射防护与核安全,0M辐射防护与核安全
0M,过程装备与控制工程,0M过程装备与控制工程
0M,通信工程,0M通信工程
0M,道路桥梁与渡河工程,0M道路桥梁与渡河工程
0M,铁道养路机械应用技术,0M铁道养路机械应用技术
0M,铁道工程,0M铁道工程
0M,预防医学,0M预防医学
0M,风景园林,0M风景园林
0M,飞行器动力工程(飞机发动机维修),0M飞行器动力工程(飞机发动机维修)
0M,食品工程技术,0M食品工程技术
0M,食品科学与工程,0M食品科学与工程
0M,食品质量与安全,0M食品质量与安全
0M,香料香精技术与工程,0M香料香精技术与工程
0M,香料香精技术与工程(交叉学科特色实验班),0M香料香精技术与工程(交叉学科特色实验班)
0M,高分子材料与工程(高分子合成方向),0M高分子材料与工程(高分子合成方向)
0N,冰雪运动与管理,0N 冰雪运动与管理
0N,分析检验技术,0N 分析检验技术
0N,动漫制作技术,0N 动漫制作技术
0N,发电运行技术,0N 发电运行技术
0N,土木工程,0N 土木工程
0N,地籍测绘与土地管理,0N 地籍测绘与土地管理
0N,城市轨道交通工程技术,0N 城市轨道交通工程技术
0N,大数据与会计,0N 大数据与会计
0N,大数据技术,0N 大数据技术
0N,室内艺术设计,0N 室内艺术设计
0N,工程造价,0N 工程造价
0N,应用化工技术,0N 应用化工技术
0N,数字媒体技术,0N 数字媒体技术
0N,新能源汽车技术,0N 新能源汽车技术
0N,旅游管理,0N 旅游管理
0N,无人机应用技术,0N 无人机应用技术
0N,智慧健康养老服务与管理,0N 智慧健康养老服务与管理
0N,智能制造装备技术,0N 智能制造装备技术
0N,智能物流技术,0N 智能物流技术
0N,智能网联汽车技术,0N 智能网联汽车技术
0N,机电一体化技术,0N 机电一体化技术
0N,机电设备技术,0N 机电设备技术
0N,法律事务,0N 法律事务
0N,港口与航运管理,0N 港口与航运管理
0N,电子商务,0N 电子商务
0N,移动应用开发,0N 移动应用开发
0N,空中乘务,0N 空中乘务
0N,虚拟现实技术应用,0N 虚拟现实技术应用
0N,计算机应用技术,0N 计算机应用技术
0N,软件技术,0N 软件技术
0N,飞机结构修理,0N 飞机结构修理
0N,中医学,0N中医学
0N,中医骨伤科学,0N中医骨伤科学
0N,临床医学,0N临床医学
0N,临床医学(5+3一体化),0N临床医学(5+3一体化)
0N,人力资源管理,0N人力资源管理
0N,人工智能,0N人工智能
0N,人工智能技术应用,0N人工智能技术应用
0N,会展策划与管理,0N会展策划与管理
0N,会计学,0N会计学
0N,传播学,0N传播学
0N,供应链管理,0N供应链管理
0N,俄语,0N俄语
0N,信息与计算科学,0N信息与计算科学
0N,信息管理与信息系统,0N信息管理与信息系统
0N,健康服务与管理,0N健康服务与管理
0N,储能科学与工程,0N储能科学与工程
0N,光电信息科学与工程,0N光电信息科学与工程
0N,公共事业管理,0N公共事业管理
0N,公共管理类,0N公共管理类
0N,冶金工程,0N冶金工程
0N,制药工程,0N制药工程
0N,动漫制作技术,0N动漫制作技术
0N,化学(师范类),0N化学(师范类)
0N,化学工程与工业生物工程,0N化学工程与工业生物工程
0N,化学类,0N化学类
0N,医学实验技术,0N医学实验技术
0N,医学影像技术,0N医学影像技术
0N,医学检验技术,0N医学检验技术
0N,卫生检验与检疫,0N卫生检验与检疫
0N,商务管理,0N商务管理
0N,商务英语,0N商务英语
0N,国际经济与贸易,0N国际经济与贸易
0N,国际邮轮乘务管理,0N国际邮轮乘务管理
0N,国际邮轮乘务管理(校企合作，与山东国信国际经济技术合作有限公司合,0N国际邮轮乘务管理(校企合作，与山东国信国际经济技术合作有限公司合
0N,土木工程,0N土木工程
0N,地理科学(师范类),0N地理科学(师范类)
0N,城乡规划,0N城乡规划
0N,城市地下空间工程,0N城市地下空间工程
0N,塞尔维亚语,0N塞尔维亚语
0N,增材制造工程,0N增材制造工程
0N,复合材料与工程,0N复合材料与工程
0N,外国语言文学类,0N外国语言文学类
0N,大数据与会计,0N大数据与会计
0N,大数据管理与应用,0N大数据管理与应用
0N,天文学,0N天文学
0N,安全科学与工程类,0N安全科学与工程类
0N,审计学,0N审计学
0N,小学教育(师范类),0N小学教育(师范类)
0N,工业工程,0N工业工程
0N,工业设计,0N工业设计
0N,工商管理类,0N工商管理类
0N,工程管理,0N工程管理
0N,工程造价,0N工程造价
