school_code,school_name,province,city,school_nature,education_level,school_type,is_public
E281,承德护理职业学院,,,未知,未知,,
E283,呼伦贝尔职业技术学院,,,未知,未知,,
E285,满洲里俄语职业学院,,,未知,未知,,
E288,辽宁城市建设职业技术学院,,,未知,未知,,
E291,吉林科技职业技术学院,,,未知,未知,,
E293,宿迁泽达职业技术学院,,,未知,未知,,
E295,苏州工业园区服务外包职业学院,,,未知,未知,,
E299,皖西卫生职业学院,,,未知,未知,,
E303,郑州信息工程职业学院,,,未知,未知,,
E305,长垣烹饪职业技术学院,,,未知,未知,,
E306,开封文化艺术职业学院,,,未知,未知,,
E307,河南应用技术职业学院,,,未知,未知,,
E312,广西科技职业学院,,,未知,未知,,
E315,重庆化工职业学院,,,未知,未知,,
E316,重庆旅游职业学院,,,未知,未知,,
E320,青岛远洋船员职业学院,,,未知,未知,,
E321,江西工商职业技术学院,,,未知,未知,,
E322,湖南三一工业职业技术学院,,,未知,未知,,
E323,四川长江职业学院,,,未知,未知,,
E325,南方科技大学,,,未知,未知,,
E327,青岛电影学院,,,未知,未知,,
E328,石家庄幼儿师范高等专科学校,,,未知,未知,,
E329,徐州幼儿师范高等专科学校,,,未知,未知,,
E330,合肥幼儿师范高等专科学校,,,未知,未知,,
E332,济南幼儿师范高等专科学校,,,未知,未知,,
E333,郑州升达经贸管理学院,,,未知,未知,,
E335,廊坊卫生职业学院,,,未知,未知,,
E338,赤峰工业职业技术学院,,,未知,未知,,
E339,阿拉善职业技术学院,,,未知,未知,,
E340,延边职业技术学院,,,未知,未知,,
E343,济南护理职业学院,,,未知,未知,,
E345,泰山护理职业学院,,,未知,未知,,
E346,山东海事职业学院,,,未知,未知,,
E347,潍坊护理职业学院,,,未知,未知,,
E349,河南护理职业学院,,,未知,未知,,
E351,信阳涉外职业技术学院,,,未知,未知,,
E352,鹤壁汽车工程职业学院,,,未知,未知,,
E353,南阳职业学院,,,未知,未知,,
E356,湖北体育职业学院,,,未知,未知,,
E357,襄阳汽车职业技术学院,,,未知,未知,,
E359,湖南食品药品职业学院,,,未知,未知,,
E360,湖南有色金属职业技术学院,,,未知,未知,,
E367,重庆艺术工程职业学院,,,未知,未知,,
E368,重庆轻工职业学院,,,未知,未知,,
E369,重庆电信职业学院,,,未知,未知,,
E370,重庆经贸职业学院,,,未知,未知,,
E371,贵州盛华职业学院,,,未知,未知,,
E372,昆明卫生职业学院,,,未知,未知,,
E375,甘肃有色冶金职业技术学院,,,未知,未知,,
E376,白银矿冶职业技术学院,,,未知,未知,,
E379,潍坊工程职业学院,,,未知,未知,,
E380,郑州商贸旅游职业学院,,,未知,未知,,
E382,河南推拿职业学院,,,未知,未知,,
E383,洛阳职业技术学院,,,未知,未知,,
E385,沈阳北软信息职业技术学院,,,未知,未知,,
E388,重庆第二师范学院,,,未知,未知,,
E389,成都师范学院,,,未知,未知,,
E390,陕西学前师范学院,,,未知,未知,,
E391,郑州幼儿师范高等专科学校,,,未知,未知,,
E392,安阳幼儿师范高等专科学校,,,未知,未知,,
E394,上海民航职业技术学院,,,未知,未知,,
E396,河北轨道运输职业技术学院,,,未知,未知,,
E400,齐齐哈尔理工职业学院,,,未知,未知,,
E401,徐州生物工程职业技术学院,,,未知,未知,,
E402,景德镇陶瓷职业技术学院,,,未知,未知,,
E406,湖南吉利汽车职业技术学院,,,未知,未知,,
E410,四川电影电视学院,,,未知,未知,,
E411,四川汽车职业技术学院,,,未知,未知,,
E412,贵州工商职业学院,,,未知,未知,,
E413,红河卫生职业学院,,,未知,未知,,
E415,云南外事外语职业学院,,,未知,未知,,
E417,新疆应用职业技术学院,,,未知,未知,,
E422,南京城市职业学院,,,未知,未知,,
E430,中国科学院大学,,,未知,未知,,
E432,河北中医药大学,,,未知,未知,,
E434,山西传媒学院,,,未知,未知,,
E435,营口理工学院,,,未知,未知,,
E436,江苏第二师范学院,,,未知,未知,,
E437,南昌师范学院,,,未知,未知,,
E438,山东管理学院,,,未知,未知,,
E439,山东农业工程学院,,,未知,未知,,
E440,贵州理工学院,,,未知,未知,,
E458,张家口学院,,,未知,未知,,
E462,朔州师范高等专科学校,,,未知,未知,,
E465,赣州师范高等专科学校,,,未知,未知,,
E468,湖南幼儿师范高等专科学校,,,未知,未知,,
E470,铜仁幼儿师范高等专科学校,,,未知,未知,,
E471,河北工艺美术职业学院,,,未知,未知,,
E472,渤海理工职业学院,,,未知,未知,,
E473,辽宁轻工职业学院,,,未知,未知,,
E475,江苏商贸职业学院,,,未知,未知,,
E476,江西水利职业学院,,,未知,未知,,
E477,菏泽职业学院,,,未知,未知,,
E478,郑州财税金融职业学院,,,未知,未知,,
E479,南阳农业职业学院,,,未知,未知,,
E480,洛阳科技职业学院,,,未知,未知,,
E481,广西培贤国际职业学院,,,未知,未知,,
E483,巴中职业技术学院,,,未知,未知,,
E484,四川希望汽车职业学院,,,未知,未知,,
E485,四川电子机械职业技术学院,,,未知,未知,,
E486,四川文轩职业学院,,,未知,未知,,
E489,新疆铁道职业技术学院,,,未知,未知,,
E491,重庆科技职业学院,,,未知,未知,,
E493,南通师范高等专科学校,,,未知,未知,,
E494,宜春幼儿师范高等专科学校,,,未知,未知,,
E497,黔南民族幼儿师范高等专科学校,,,未知,未知,,
E498,宁夏幼儿师范高等专科学校,,,未知,未知,,
E504,吉安职业技术学院,,,未知,未知,,
E506,山东艺术设计职业学院,,,未知,未知,,
E507,威海海洋职业学院,,,未知,未知,,
E512,广西金融职业技术学院,,,未知,未知,,
E515,四川西南航空职业学院,,,未知,未知,,
E518,兰州科技职业学院,,,未知,未知,,
E523,新疆生产建设兵团兴新职业技术学院,,,未知,未知,,
E524,哈密职业技术学院,,,未知,未知,,
E525,新疆科技职业技术学院,,,未知,未知,,
E527,山西工程技术学院,,,未知,未知,,
E528,扬州中瑞酒店职业学院,,,未知,未知,,
E529,鹤壁能源化工职业学院,,,未知,未知,,
E531,内蒙古艺术学院,,,未知,未知,,
E537,江西师范高等专科学校,,,未知,未知,,
E539,扎兰屯职业学院,,,未知,未知,,
E540,黑龙江冰雪体育职业学院,,,未知,未知,,
E542,江苏财会职业学院,,,未知,未知,,
E543,江苏城乡建设职业学院,,,未知,未知,,
E544,南昌影视传播职业学院,,,未知,未知,,
E545,山东特殊教育职业学院,,,未知,未知,,
E547,成都工贸职业技术学院,,,未知,未知,,
E548,四川应用技术职业学院,,,未知,未知,,
E551,庆阳职业技术学院,,,未知,未知,,
E553,湖北铁道运输职业学院,,,未知,未知,,
E555,长江艺术工程职业学院,,,未知,未知,,
E557,重庆资源与环境保护职业学院,,,未知,未知,,
E559,贵州工贸职业学院,,,未知,未知,,
E560,哈尔滨音乐学院,,,未知,未知,,
E567,吉林职业技术学院,,,未知,未知,,
E568,江苏航空职业技术学院,,,未知,未知,,
E569,赣南卫生健康职业学院,,,未知,未知,,
E570,烟台黄金职业学院,,,未知,未知,,
E571,荆门职业学院,,,未知,未知,,
E575,海南体育职业技术学院,,,未知,未知,,
E576,重庆护理职业学院,,,未知,未知,,
E577,贵州水利水电职业技术学院,,,未知,未知,,
E579,贵州应用技术职业学院,,,未知,未知,,
E583,大理护理职业学院,,,未知,未知,,
E585,吐鲁番职业技术学院,,,未知,未知,,
E586,唐山幼儿师范高等专科学校,,,未知,未知,,
E587,广东茂名幼儿师范专科学校,,,未知,未知,,
E588,北京网络职业学院,,,未知,未知,,
E589,江苏安全技术职业学院,,,未知,未知,,
E590,武汉铁路桥梁职业学院,,,未知,未知,,
E591,武汉光谷职业学院,,,未知,未知,,
E592,广州卫生职业技术学院,,,未知,未知,,
E594,兰州现代职业学院,,,未知,未知,,
E596,中国社会科学院大学,,,未知,未知,,
E597,濮阳医学高等专科学校,,,未知,未知,,
E600,天津滨海汽车工程职业学院,,,未知,未知,,
E601,曹妃甸职业技术学院,,,未知,未知,,
E602,吉林水利电力职业学院,,,未知,未知,,
E603,长春健康职业学院,,,未知,未知,,
E604,江苏旅游职业学院,,,未知,未知,,
E605,日照航海工程职业学院,,,未知,未知,,
E606,三门峡社会管理职业学院,,,未知,未知,,
E607,河南轻工职业学院,,,未知,未知,,
E608,河南测绘职业学院,,,未知,未知,,
E612,三亚中瑞酒店管理职业学院,,,未知,未知,,
E616,贵州经贸职业技术学院,,,未知,未知,,
E621,云南交通运输职业学院,,,未知,未知,,
E622,博尔塔拉职业技术学院,,,未知,未知,,
E623,滇西应用技术大学,,,未知,未知,,
E625,茅台学院,,,未知,未知,,
E627,大同师范高等专科学校,,,未知,未知,,
E628,太原幼儿师范高等专科学校,,,未知,未知,,
E630,六盘水幼儿师范高等专科学校,,,未知,未知,,
E633,哈尔滨北方航空职业技术学院,,,未知,未知,,
E634,信阳航空职业学院,,,未知,未知,,
E635,郑州卫生健康职业学院,,,未知,未知,,
E637,河南地矿职业学院,,,未知,未知,,
E639,海南健康管理职业技术学院,,,未知,未知,,
E640,眉山药科职业学院,,,未知,未知,,
E641,天府新区信息职业学院,,,未知,未知,,
E642,德阳城市轨道交通职业学院,,,未知,未知,,
E643,德阳科贸职业学院,,,未知,未知,,
E644,江阳城建职业学院,,,未知,未知,,
E645,天府新区航空旅游职业学院,,,未知,未知,,
E646,天府新区通用航空职业学院,,,未知,未知,,
E649,云南医药健康职业学院,,,未知,未知,,
E650,神木职业技术学院,,,未知,未知,,
E651,宝鸡三和职业学院,,,未知,未知,,
E652,和田职业技术学院,,,未知,未知,,
E654,郑州西亚斯学院,,,未知,未知,,
E655,深圳技术大学,,,未知,未知,,
E656,萍乡卫生职业学院,,,未知,未知,,
E657,江西婺源茶业职业学院,,,未知,未知,,
E660,铁门关职业技术学院,,,未知,未知,,
E661,石河子工程职业技术学院,,,未知,未知,,
E665,赣州职业技术学院,,,未知,未知,,
E666,青岛工程职业学院,,,未知,未知,,
E668,广西自然资源职业技术学院,,,未知,未知,,
E670,内江卫生与健康职业学院,,,未知,未知,,
E671,南充科技职业学院,,,未知,未知,,
E672,攀枝花攀西职业学院,,,未知,未知,,
E673,资阳口腔职业学院,,,未知,未知,,
E674,资阳环境科技职业学院,,,未知,未知,,
E675,云南理工职业学院,,,未知,未知,,
E677,喀什职业技术学院,,,未知,未知,,
E678,克孜勒苏职业技术学院,,,未知,未知,,
E679,新疆科信职业技术学院,,,未知,未知,,
E680,阿勒泰职业技术学院,,,未知,未知,,
E682,安徽艺术学院,,,未知,未知,,
E686,邯郸幼儿师范高等专科学校,,,未知,未知,,
E688,青岛幼儿师范高等专科学校,,,未知,未知,,
E689,烟台幼儿师范高等专科学校,,,未知,未知,,
E693,钦州幼儿师范高等专科学校,,,未知,未知,,
E695,邯郸科技职业学院,,,未知,未知,,
E696,唐山海运职业学院,,,未知,未知,,
E699,赤峰应用技术职业学院,,,未知,未知,,
E700,鞍山职业技术学院,,,未知,未知,,
E701,长春早期教育职业学院,,,未知,未知,,
E704,黄山健康职业学院,,,未知,未知,,
E706,九江理工职业学院,,,未知,未知,,
E707,烟台文化旅游职业学院,,,未知,未知,,
E708,临沂科技职业学院,,,未知,未知,,
E709,青岛航空科技职业学院,,,未知,未知,,
E710,潍坊环境工程职业学院,,,未知,未知,,
E713,濮阳石油化工职业技术学院,,,未知,未知,,
E714,南阳科技职业学院,,,未知,未知,,
E715,兰考三农职业学院,,,未知,未知,,
E716,汝州职业技术学院,,,未知,未知,,
E717,林州建筑职业技术学院,,,未知,未知,,
E721,湖北健康职业学院,,,未知,未知,,
E723,广西物流职业技术学院,,,未知,未知,,
E724,海南卫生健康职业学院,,,未知,未知,,
E725,重庆理工职业学院,,,未知,未知,,
E726,重庆智能工程职业学院,,,未知,未知,,
E727,重庆健康职业学院,,,未知,未知,,
E728,南充文化旅游职业学院,,,未知,未知,,
E729,南充电影工业职业学院,,,未知,未知,,
E730,绵阳飞行职业学院,,,未知,未知,,
E731,德阳农业科技职业学院,,,未知,未知,,
E732,泸州医疗器械职业学院,,,未知,未知,,
E733,贵州机电职业技术学院,,,未知,未知,,
E735,贵州民用航空职业学院,,,未知,未知,,
E737,榆林能源科技职业学院,,,未知,未知,,
E738,培黎职业学院,,,未知,未知,,
E740,塔城职业技术学院,,,未知,未知,,
E741,塔里木职业技术学院,,,未知,未知,,
E742,邢台应用技术职业学院,,,未知,未知,,
E743,吉林通用航空职业技术学院,,,未知,未知,,
E744,通化医药健康职业学院,,,未知,未知,,
E747,宿州航空职业学院,,,未知,未知,,
E748,和君职业学院,,,未知,未知,,
E749,滨州科技职业学院,,,未知,未知,,
E754,郑州医药健康职业学院,,,未知,未知,,
E755,湖北孝感美珈职业学院,,,未知,未知,,
E761,广东肇庆航空职业学院,,,未知,未知,,
E764,广西农业工程职业技术学院,,,未知,未知,,
E765,北海康养职业学院,,,未知,未知,,
E768,自贡职业技术学院,,,未知,未知,,
E770,宝鸡中北职业学院,,,未知,未知,,
E772,白银希望职业技术学院,,,未知,未知,,
E776,重庆五一职业技术学院,,,未知,未知,,
E778,上海科创职业技术学院,,,未知,未知,,
E779,上海闵行职业技术学院,,,未知,未知,,
E780,上海现代化工职业学院,,,未知,未知,,
E781,上海建设管理职业技术学院,,,未知,未知,,
E786,沧州航空职业学院,,,未知,未知,,
E787,邯郸应用技术职业学院,,,未知,未知,,
E788,秦皇岛工业职业技术学院,,,未知,未知,,
E790,濮阳科技职业学院,,,未知,未知,,
E800,贵州铜仁数据职业学院,,,未知,未知,,
E805,新疆司法警官职业学院,,,未知,未知,,
E806,阿克苏工业职业技术学院,,,未知,未知,,
E807,吉安幼儿师范高等专科学校,,,未知,未知,,
E809,山东城市服务职业学院,,,未知,未知,,
E810,潍坊食品科技职业学院,,,未知,未知,,
E811,烟台城市科技职业学院,,,未知,未知,,
E812,郑州食品工程职业学院,,,未知,未知,,
E820,衡阳科技职业学院,,,未知,未知,,
E822,桂林信息工程职业学院,,,未知,未知,,
E823,定西职业技术学院,,,未知,未知,,
E824,喀什理工职业技术学院,,,未知,未知,,
E825,图木舒克职业技术学院,,,未知,未知,,
E826,可克达拉职业技术学院,,,未知,未知,,
E827,新星职业技术学院,,,未知,未知,,
E828,昆玉职业技术学院,,,未知,未知,,
E829,海南比勒费尔德应用科学大学,,,未知,未知,,
E830,重庆中医药学院,,,未知,未知,,
E832,襄阳科技职业学院,,,未知,未知,,
E833,宜昌科技职业学院,,,未知,未知,,
E835,遂宁工程职业学院,,,未知,未知,,
E836,遂宁职业学院,,,未知,未知,,
E837,江西樟树中医药职业学院,,,未知,未知,,
E838,重庆数字产业职业技术学院,,,未知,未知,,
E839,长春数字科技职业学院,,,未知,未知,,
E840,上海浦东职业技术学院,,,未知,未知,,
E846,海南东方新丝路职业学院,,,未知,未知,,
E848,贵州传媒职业学院,,,未知,未知,,
E849,贵州生态能源职业学院,,,未知,未知,,
E854,宿迁幼儿师范高等专科学校,,,未知,未知,,
E855,无锡师范高等专科学校,,,未知,未知,,
E857,德州工程职业学院,,,未知,未知,,
E858,日照康养职业学院,,,未知,未知,,
E859,烟台卫生健康职业学院,,,未知,未知,,
E860,山东文化艺术职业学院,,,未知,未知,,
E864,周口城市职业学院,,,未知,未知,,
E870,重庆现代制造职业学院,,,未知,未知,,
E876,乌鲁木齐职业技术学院,,,未知,未知,,
E877,双河职业技术学院,,,未知,未知,,
E878,康复大学,,,未知,未知,,
E881,青海理工学院,,,未知,未知,,
E892,长沙医药健康职业学院,,,未知,未知,,
E893,三亚护理职业学院,,,未知,未知,,
E897,新疆工业学院,,,未知,未知,,
E899,湖北三峡航空学院,,,未知,未知,,
E902,长沙科技职业学院,,,未知,未知,,
E903,株洲科技职业学院,,,未知,未知,,
E904,衡阳理工职业学院,,,未知,未知,,
E923,聊城科技职业学院,,,未知,未知,,
E924,济宁汽车工程职业学院,,,未知,未知,,
E925,日照科技职业学院,,,未知,未知,,
E926,枣庄应用技术职业学院,,,未知,未知,,
E927,临沂城市职业学院,,,未知,未知,,
E928,菏泽生物医药职业学院,,,未知,未知,,
E940,日喀则职业技术学院,,,未知,未知,,
F201,山西工程科技职业大学,,,未知,未知,,
F202,河北石油职业技术大学,,,未知,未知,,
F203,河北科技工程职业技术大学,,,未知,未知,,
F204,河北工业职业技术大学,,,未知,未知,,
F205,广西农业职业技术大学,,,未知,未知,,
F206,贵阳康养职业大学,,,未知,未知,,
F208,兰州资源环境职业技术大学,,,未知,未知,,
F209,兰州石化职业技术大学,,,未知,未知,,
F301,宁波诺丁汉大学,,,未知,未知,,
F302,西交利物浦大学,,,未知,未知,,
F401,北京师范大学-香港浸会大学联合国际学院,,,未知,未知,,
F405,温州肯恩大学,,,未知,未知,,
F409,深圳北理莫斯科大学,,,未知,未知,,
F410,广东以色列理工学院,,,未知,未知,,
F411,福州墨尔本理工职业学院,,,未知,未知,,
G127,内蒙古科技大学包头师范学院,,,未知,未知,,
G213,哈尔滨工业大学(深圳),,,未知,未知,,
H001,北京大学医学部,,,未知,未知,,
H002,中国人民大学(苏州校区),,,未知,未知,,
H004,北京交通大学(威海校区),,,未知,未知,,
H013,北京邮电大学(宏福校区),,,未知,未知,,
H027,北京师范大学(珠海校区),,,未知,未知,,
H127,内蒙古科技大学包头医学院,,,未知,未知,,
H141,大连理工大学(盘锦校区),,,未知,未知,,
H145,东北大学秦皇岛分校,,,未知,未知,,
H213,哈尔滨工业大学(威海),,,未知,未知,,
H246,复旦大学医学院,,,未知,未知,,
H248,上海交通大学医学院,,,未知,未知,,
H335,浙江大学医学院,,,未知,未知,,
H359,合肥工业大学(宣城校区),,,未知,未知,,
H414,中国石油大学(北京)克拉玛依校区,,,未知,未知,,
H422,山东大学威海分校,,,未知,未知,,
H614,电子科技大学(沙河校区),,,未知,未知,,
H635,西南大学(荣昌校区),,,未知,未知,,
K084,陕西机电职业技术学院,,,未知,未知,,
K139,河北资源环境职业技术学院,,,未知,未知,,
K371,上海南湖职业技术学院,,,未知,未知,,
K559,宁波幼儿师范高等专科学校,,,未知,未知,,
K881,广元中核职业技术学院,,,未知,未知,,
K963,贵州航空职业技术学院,,,未知,未知,,
M060,新疆工业职业技术学院,,,未知,未知,,
M189,山西能源学院,,,未知,未知,,
M285,江西飞行学院,,,未知,未知,,
M378,甘肃财贸职业学院,,,未知,未知,,
M721,河北环境工程学院,,,未知,未知,,
M759,重庆工信职业学院,,,未知,未知,,
N012,香港珠海学院,,,未知,未知,,
P002,国防科技大学,,,未知,未知,,
P004,陆军工程大学,,,未知,未知,,
P017,海军军医大学,,,未知,未知,,
P020,海军军医大学,,,未知,未知,,
P027,空军军医大学,,,未知,未知,,
P030,空军军医大学,,,未知,未知,,
T035,桂林生命与健康职业技术学院,,,未知,未知,,
T312,上饶幼儿师范高等专科学校,,,未知,未知,,
T335,长春师范高等专科学校,,,未知,未知,,
T466,盐城幼儿师范高等专科学校,,,未知,未知,,
T519,抚州幼儿师范高等专科学校,,,未知,未知,,
Y000,哈尔滨理工大学,,,未知,未知,,
Y001,山东大学,,,未知,未知,,
Y003,青岛科技大学,,,未知,未知,,
Y004,青岛理工大学,,,未知,未知,,
Y005,齐鲁工业大学,,,未知,未知,,
Y006,山东师范大学,,,未知,未知,,
Y008,山东商业职业技术学院,,,未知,未知,,
Y010,山东交通学院,,,未知,未知,,
Y012,山东外贸职业学院,,,未知,未知,,
Y014,山东财经大学,,,未知,未知,,
Y015,山东建筑大学,,,未知,未知,,
Y016,济南大学,,,未知,未知,,
Y017,青岛大学,,,未知,未知,,
Y018,山东科技大学,,,未知,未知,,
Y021,山东科技大学,,,未知,未知,,
Y024,山东大学,,,未知,未知,,
Y030,厦门大学,,,未知,未知,,
